郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月)
929,琉球,23總計（含臨時用電）　　,**,"1,053 ","1,637,490 "
929,琉球,24表燈合計　　　　　　　,**,112 ,"1,440,553 "
929,琉球,25綜合＆電力合計　　　　,**,941 ,"196,937 "
931,佳冬,1表燈非營業用　　　　,"13,625 ",5 ,"3,034,810 "
931,佳冬,2表燈營業用　　　　　　,423 ,175 ,"319,106 "
931,佳冬,3表燈小計　　　　　　　,**,180 ,"3,353,916 "
931,佳冬,4低壓綜合裝置非營業用　,*,0 ,0
931,佳冬,5低壓綜合需量非營業用　,*,167 ,"17,338 "
931,佳冬,6低壓綜合非營業用電小計,**,167 ,"17,338 "
931,佳冬,7低壓綜合裝置營業用　　,*,0 ,0
931,佳冬,8低壓綜合需量營業用　　,9 ,281 ,"95,904 "
931,佳冬,9低壓綜合營業用電小計　,**,281 ,"95,904 "
931,佳冬,10低壓綜合用電小計　　　,**,448 ,"113,242 "
931,佳冬,11低壓裝置電力　　　　　,"2,020 ","13,295 ","6,250,521 "
931,佳冬,12低壓需量電力　　　　　,125 ,"1,653 ","412,870 "
931,佳冬,13低壓電力小計　　　　　,**,"14,948 ","6,663,391 "
931,佳冬,14高壓電力　　　　　　　,*,"2,470 ","921,000 "
931,佳冬,15特高壓電力　　　　　　,*,0 ,0
931,佳冬,16高＆特高壓電力小計　　,**,"2,470 ","921,000 "
931,佳冬,17電力小計　　　　　　　,**,"17,418 ","7,584,391 "
931,佳冬,18綜合＆電力小計　　　　,**,"17,866 ","7,697,633 "
931,佳冬,19電燈＆綜合＆電力小計　,**,"18,046 ","11,051,549 "
931,佳冬,20臨時電燈　　　　　　　,*,0 ,83
931,佳冬,21臨時電力　　　　　　　,*,99 ,800
931,佳冬,22臨時用電小計　　　　　,**,99 ,883
931,佳冬,23總計（含臨時用電）　　,**,"18,046 ","11,052,432 "
931,佳冬,24表燈合計　　　　　　　,**,180 ,"3,353,999 "
931,佳冬,25綜合＆電力合計　　　　,**,"17,866 ","7,698,433 "
932,新園,1表燈非營業用　　　　,"22,487 ",35 ,"4,520,000 "
932,新園,2表燈營業用　　　　　　,698 ,449 ,"590,233 "
932,新園,3表燈小計　　　　　　　,**,484 ,"5,110,233 "
932,新園,4低壓綜合裝置非營業用　,*,0 ,0
932,新園,5低壓綜合需量非營業用　,*,93 ,"26,809 "
932,新園,6低壓綜合非營業用電小計,**,93 ,"26,809 "
932,新園,7低壓綜合裝置營業用　　,*,0 ,0
932,新園,8低壓綜合需量營業用　　,34 ,"1,512 ","328,022 "
932,新園,9低壓綜合營業用電小計　,**,"1,512 ","328,022 "
932,新園,10低壓綜合用電小計　　　,**,"1,605 ","354,831 "
932,新園,11低壓裝置電力　　　　　,"1,538 ","9,868 ","3,738,009 "
932,新園,12低壓需量電力　　　　　,99 ,"2,648 ","326,018 "
932,新園,13低壓電力小計　　　　　,**,"12,516 ","4,064,027 "
932,新園,14高壓電力　　　　　　　,32 ,"20,570 ","4,443,390 "
932,新園,15特高壓電力　　　　　　,*,"3,800 ","2,168,400 "
932,新園,16高＆特高壓電力小計　　,**,"24,370 ","6,611,790 "
932,新園,17電力小計　　　　　　　,**,"36,886 ","10,675,817 "
932,新園,18綜合＆電力小計　　　　,**,"38,491 ","11,030,648 "
932,新園,19電燈＆綜合＆電力小計　,**,"38,975 ","16,140,881 "
932,新園,20臨時電燈　　　　　　　,*,0 ,137
932,新園,21臨時電力　　　　　　　,*,0 ,0
932,新園,22臨時用電小計　　　　　,**,0 ,137
932,新園,23總計（含臨時用電）　　,**,"38,975 ","16,141,018 "
932,新園,24表燈合計　　　　　　　,**,484 ,"5,110,370 "
932,新園,25綜合＆電力合計　　　　,**,"38,491 ","11,030,648 "
940,枋寮,1表燈非營業用　　　　,"16,584 ",7 ,"3,417,778 "
940,枋寮,2表燈營業用　　　　　　,872 ,514 ,"600,727 "
940,枋寮,3表燈小計　　　　　　　,**,521 ,"4,018,505 "
940,枋寮,4低壓綜合裝置非營業用　,*,0 ,0
940,枋寮,5低壓綜合需量非營業用　,8 ,283 ,"36,861 "
940,枋寮,6低壓綜合非營業用電小計,**,283 ,"36,861 "
940,枋寮,7低壓綜合裝置營業用　　,*,0 ,0
940,枋寮,8低壓綜合需量營業用　　,47 ,"1,607 ","323,227 "
940,枋寮,9低壓綜合營業用電小計　,**,"1,607 ","323,227 "
940,枋寮,10低壓綜合用電小計　　　,**,"1,890 ","360,088 "
940,枋寮,11低壓裝置電力　　　　　,"2,283 ","18,001 ","7,470,000 "
940,枋寮,12低壓需量電力　　　　　,290 ,"7,164 ","1,403,889 "
940,枋寮,13低壓電力小計　　　　　,**,"25,165 ","8,873,889 "
940,枋寮,14高壓電力　　　　　　　,64 ,"41,656 ","13,794,499 "
940,枋寮,15特高壓電力　　　　　　,*,"12,400 ","4,470,000 "
940,枋寮,16高＆特高壓電力小計　　,**,"54,056 ","18,264,499 "
940,枋寮,17電力小計　　　　　　　,**,"79,221 ","27,138,388 "
940,枋寮,18綜合＆電力小計　　　　,**,"81,111 ","27,498,476 "
940,枋寮,19電燈＆綜合＆電力小計　,**,"81,632 ","31,516,981 "
940,枋寮,20臨時電燈　　　　　　　,*,0 ,308
940,枋寮,21臨時電力　　　　　　　,*,59 ,"5,966 "
940,枋寮,22臨時用電小計　　　　　,**,59 ,"6,274 "
940,枋寮,23總計（含臨時用電）　　,**,"81,632 ","31,523,255 "
940,枋寮,24表燈合計　　　　　　　,**,521 ,"4,018,813 "
940,枋寮,25綜合＆電力合計　　　　,**,"81,111 ","27,504,442 "
941,枋山,1表燈非營業用　　　　,"3,256 ",16 ,"577,675 "
941,枋山,2表燈營業用　　　　　　,153 ,459 ,"216,654 "
941,枋山,3表燈小計　　　　　　　,**,475 ,"794,329 "
941,枋山,4低壓綜合裝置非營業用　,*,0 ,0
941,枋山,5低壓綜合需量非營業用　,7 ,177 ,"14,064 "
941,枋山,6低壓綜合非營業用電小計,**,177 ,"14,064 "
941,枋山,7低壓綜合裝置營業用　　,*,0 ,0
941,枋山,8低壓綜合需量營業用　　,17 ,462 ,"129,316 "
941,枋山,9低壓綜合營業用電小計　,**,462 ,"129,316 "
941,枋山,10低壓綜合用電小計　　　,**,639 ,"143,380 "
941,枋山,11低壓裝置電力　　　　　,328 ,"2,163 ","515,294 "
941,枋山,12低壓需量電力　　　　　,40 ,510 ,"74,630 "
941,枋山,13低壓電力小計　　　　　,**,"2,673 ","589,924 "
941,枋山,14高壓電力　　　　　　　,*,"2,310 ","663,360 "
941,枋山,15特高壓電力　　　　　　,*,0 ,0
941,枋山,16高＆特高壓電力小計　　,**,"2,310 ","663,360 "
941,枋山,17電力小計　　　　　　　,**,"4,983 ","1,253,284 "
941,枋山,18綜合＆電力小計　　　　,**,"5,622 ","1,396,664 "
941,枋山,19電燈＆綜合＆電力小計　,**,"6,097 ","2,190,993 "
941,枋山,20臨時電燈　　　　　　　,*,0 ,5
941,枋山,21臨時電力　　　　　　　,*,0 ,0
941,枋山,22臨時用電小計　　　　　,**,0 ,5
941,枋山,23總計（含臨時用電）　　,**,"6,097 ","2,190,998 "
941,枋山,24表燈合計　　　　　　　,**,475 ,"794,334 "
941,枋山,25綜合＆電力合計　　　　,**,"5,622 ","1,396,664 "
942,春日,1表燈非營業用　　　　,"1,890 ",0 ,"27,995 "
942,春日,2表燈營業用　　　　　　,61 ,50 ,"23,816 "
942,春日,3表燈小計　　　　　　　,**,50 ,"51,811 "
942,春日,4低壓綜合裝置非營業用　,*,0 ,0
942,春日,5低壓綜合需量非營業用　,*,60 ,"4,760 "
942,春日,6低壓綜合非營業用電小計,**,60 ,"4,760 "
942,春日,7低壓綜合裝置營業用　　,*,0 ,0
942,春日,8低壓綜合需量營業用　　,*,8 ,"3,840 "
942,春日,9低壓綜合營業用電小計　,**,8 ,"3,840 "
942,春日,10低壓綜合用電小計　　　,**,68 ,"8,600 "
942,春日,11低壓裝置電力　　　　　,9 ,64 ,"12,586 "
942,春日,12低壓需量電力　　　　　,*,95 ,"18,689 "
942,春日,13低壓電力小計　　　　　,**,159 ,"31,275 "
942,春日,14高壓電力　　　　　　　,*,0 ,0
942,春日,15特高壓電力　　　　　　,*,0 ,0
942,春日,16高＆特高壓電力小計　　,**,0 ,0
942,春日,17電力小計　　　　　　　,**,159 ,"31,275 "
942,春日,18綜合＆電力小計　　　　,**,227 ,"39,875 "
942,春日,19電燈＆綜合＆電力小計　,**,277 ,"91,686 "
942,春日,20臨時電燈　　　　　　　,*,0 ,0
942,春日,21臨時電力　　　　　　　,*,0 ,0
942,春日,22臨時用電小計　　　　　,**,0 ,0
942,春日,23總計（含臨時用電）　　,**,277 ,"91,686 "
942,春日,24表燈合計　　　　　　　,**,50 ,"51,811 "
942,春日,25綜合＆電力合計　　　　,**,227 ,"39,875 "
943,獅子,1表燈非營業用　　　　,"2,295 ",0 ,"90,343 "
943,獅子,2表燈營業用　　　　　　,67 ,97 ,"39,714 "
943,獅子,3表燈小計　　　　　　　,**,97 ,"130,057 "
943,獅子,4低壓綜合裝置非營業用　,*,0 ,0
943,獅子,5低壓綜合需量非營業用　,*,13 ,"6,320 "
943,獅子,6低壓綜合非營業用電小計,**,13 ,"6,320 "
943,獅子,7低壓綜合裝置營業用　　,*,0 ,0
943,獅子,8低壓綜合需量營業用　　,*,57 ,"4,520 "
943,獅子,9低壓綜合營業用電小計　,**,57 ,"4,520 "
943,獅子,10低壓綜合用電小計　　　,**,70 ,"10,840 "
943,獅子,11低壓裝置電力　　　　　,29 ,94 ,"10,739 "
943,獅子,12低壓需量電力　　　　　,*,10 ,"1,960 "
943,獅子,13低壓電力小計　　　　　,**,104 ,"12,699 "
943,獅子,14高壓電力　　　　　　　,*,800 ,"193,468 "
943,獅子,15特高壓電力　　　　　　,*,0 ,0
943,獅子,16高＆特高壓電力小計　　,**,800 ,"193,468 "
943,獅子,17電力小計　　　　　　　,**,904 ,"206,167 "
943,獅子,18綜合＆電力小計　　　　,**,974 ,"217,007 "
943,獅子,19電燈＆綜合＆電力小計　,**,"1,071 ","347,064 "
943,獅子,20臨時電燈　　　　　　　,*,0 ,0
943,獅子,21臨時電力　　　　　　　,*,"1,860 ","748,520 "
943,獅子,22臨時用電小計　　　　　,**,"1,860 ","748,520 "
943,獅子,23總計（含臨時用電）　　,**,"1,071 ","1,095,584 "
943,獅子,24表燈合計　　　　　　　,**,97 ,"130,057 "
943,獅子,25綜合＆電力合計　　　　,**,974 ,"965,527 "
944,車城,1表燈非營業用　　　　,"6,793 ",81 ,"940,553 "
944,車城,2表燈營業用　　　　　　,312 ,829 ,"396,429 "
944,車城,3表燈小計　　　　　　　,**,910 ,"1,336,982 "
944,車城,4低壓綜合裝置非營業用　,*,0 ,0
944,車城,5低壓綜合需量非營業用　,6 ,389 ,"52,947 "
944,車城,6低壓綜合非營業用電小計,**,389 ,"52,947 "
944,車城,7低壓綜合裝置營業用　　,*,0 ,0
944,車城,8低壓綜合需量營業用　　,18 ,794 ,"169,757 "
944,車城,9低壓綜合營業用電小計　,**,794 ,"169,757 "
944,車城,10低壓綜合用電小計　　　,**,"1,183 ","222,704 "
944,車城,11低壓裝置電力　　　　　,199 ,"1,222 ","243,027 "
944,車城,12低壓需量電力　　　　　,27 ,406 ,"149,105 "
944,車城,13低壓電力小計　　　　　,**,"1,628 ","392,132 "
944,車城,14高壓電力　　　　　　　,9 ,"2,687 ","986,360 "
944,車城,15特高壓電力　　　　　　,*,"5,750 ","2,314,000 "
944,車城,16高＆特高壓電力小計　　,**,"8,437 ","3,300,360 "
944,車城,17電力小計　　　　　　　,**,"10,065 ","3,692,492 "
944,車城,18綜合＆電力小計　　　　,**,"11,248 ","3,915,196 "
944,車城,19電燈＆綜合＆電力小計　,**,"12,158 ","5,252,178 "
944,車城,20臨時電燈　　　　　　　,*,0 ,"8,102 "
944,車城,21臨時電力　　　　　　　,*,12 ,520
944,車城,22臨時用電小計　　　　　,**,12 ,"8,622 "
944,車城,23總計（含臨時用電）　　,**,"12,158 ","5,260,800 "
944,車城,24表燈合計　　　　　　　,**,910 ,"1,345,084 "
944,車城,25綜合＆電力合計　　　　,**,"11,248 ","3,915,716 "
945,牡丹,1表燈非營業用　　　　,"2,662 ",0 ,"965,007 "
945,牡丹,2表燈營業用　　　　　　,58 ,87 ,"76,456 "
945,牡丹,3表燈小計　　　　　　　,**,87 ,"1,041,463 "
945,牡丹,4低壓綜合裝置非營業用　,*,0 ,0
945,牡丹,5低壓綜合需量非營業用　,*,36 ,"6,320 "
945,牡丹,6低壓綜合非營業用電小計,**,36 ,"6,320 "
945,牡丹,7低壓綜合裝置營業用　　,*,0 ,0
945,牡丹,8低壓綜合需量營業用　　,*,197 ,"66,881 "
945,牡丹,9低壓綜合營業用電小計　,**,197 ,"66,881 "
945,牡丹,10低壓綜合用電小計　　　,**,233 ,"73,201 "
945,牡丹,11低壓裝置電力　　　　　,14 ,67 ,"36,471 "
945,牡丹,12低壓需量電力　　　　　,14 ,152 ,"17,330 "
945,牡丹,13低壓電力小計　　　　　,**,219 ,"53,801 "
945,牡丹,14高壓電力　　　　　　　,*,610 ,"89,916 "
945,牡丹,15特高壓電力　　　　　　,*,0 ,0
945,牡丹,16高＆特高壓電力小計　　,**,610 ,"89,916 "
945,牡丹,17電力小計　　　　　　　,**,829 ,"143,717 "
945,牡丹,18綜合＆電力小計　　　　,**,"1,062 ","216,918 "
945,牡丹,19電燈＆綜合＆電力小計　,**,"1,149 ","1,258,381 "
945,牡丹,20臨時電燈　　　　　　　,*,0 ,0
945,牡丹,21臨時電力　　　　　　　,*,0 ,0
945,牡丹,22臨時用電小計　　　　　,**,0 ,0
945,牡丹,23總計（含臨時用電）　　,**,"1,149 ","1,258,381 "
945,牡丹,24表燈合計　　　　　　　,**,87 ,"1,041,463 "
945,牡丹,25綜合＆電力合計　　　　,**,"1,062 ","216,918 "
946,恆春,1表燈非營業用　　　　,"21,222 ",322 ,"4,446,385 "
946,恆春,2表燈營業用　　　　　　,"3,341 ","2,410 ","1,315,102 "
946,恆春,3表燈小計　　　　　　　,**,"2,732 ","5,761,487 "
946,恆春,4低壓綜合裝置非營業用　,*,0 ,0
946,恆春,5低壓綜合需量非營業用　,42 ,"2,425 ","422,268 "
946,恆春,6低壓綜合非營業用電小計,**,"2,425 ","422,268 "
946,恆春,7低壓綜合裝置營業用　　,*,0 ,0
946,恆春,8低壓綜合需量營業用　　,105 ,"6,842 ","1,374,342 "
946,恆春,9低壓綜合營業用電小計　,**,"6,842 ","1,374,342 "
946,恆春,10低壓綜合用電小計　　　,**,"9,267 ","1,796,610 "
946,恆春,11低壓裝置電力　　　　　,345 ,"2,122 ","205,599 "
946,恆春,12低壓需量電力　　　　　,101 ,"2,268 ","338,690 "
946,恆春,13低壓電力小計　　　　　,**,"4,390 ","544,289 "
946,恆春,14高壓電力　　　　　　　,32 ,"12,650 ","4,520,101 "
946,恆春,15特高壓電力　　　　　　,*,0 ,0
946,恆春,16高＆特高壓電力小計　　,**,"12,650 ","4,520,101 "
946,恆春,17電力小計　　　　　　　,**,"17,040 ","5,064,390 "
946,恆春,18綜合＆電力小計　　　　,**,"26,307 ","6,861,000 "
946,恆春,19電燈＆綜合＆電力小計　,**,"29,039 ","12,622,487 "
946,恆春,20臨時電燈　　　　　　　,14 ,0 ,"2,273 "
946,恆春,21臨時電力　　　　　　　,*,40 ,"6,120 "
946,恆春,22臨時用電小計　　　　　,**,40 ,"8,393 "
946,恆春,23總計（含臨時用電）　　,**,"29,039 ","12,630,880 "
946,恆春,24表燈合計　　　　　　　,**,"2,732 ","5,763,760 "
946,恆春,25綜合＆電力合計　　　　,**,"26,307 ","6,867,120 "
947,滿州,1表燈非營業用　　　　,"4,148 ",12 ,"381,231 "
947,滿州,2表燈營業用　　　　　　,240 ,89 ,"61,630 "
947,滿州,3表燈小計　　　　　　　,**,101 ,"442,861 "
947,滿州,4低壓綜合裝置非營業用　,*,0 ,0
947,滿州,5低壓綜合需量非營業用　,*,203 ,"11,080 "
947,滿州,6低壓綜合非營業用電小計,**,203 ,"11,080 "
947,滿州,7低壓綜合裝置營業用　　,*,0 ,0
947,滿州,8低壓綜合需量營業用　　,7 ,109 ,"27,605 "
947,滿州,9低壓綜合營業用電小計　,**,109 ,"27,605 "
947,滿州,10低壓綜合用電小計　　　,**,312 ,"38,685 "
947,滿州,11低壓裝置電力　　　　　,85 ,433 ,"27,440 "
947,滿州,12低壓需量電力　　　　　,*,126 ,"20,233 "
947,滿州,13低壓電力小計　　　　　,**,559 ,"47,673 "
947,滿州,14高壓電力　　　　　　　,*,990 ,"193,000 "
947,滿州,15特高壓電力　　　　　　,*,"2,500 ","578,400 "
947,滿州,16高＆特高壓電力小計　　,**,"3,490 ","771,400 "
947,滿州,17電力小計　　　　　　　,**,"4,049 ","819,073 "
947,滿州,18綜合＆電力小計　　　　,**,"4,361 ","857,758 "
947,滿州,19電燈＆綜合＆電力小計　,**,"4,462 ","1,300,619 "
947,滿州,20臨時電燈　　　　　　　,*,0 ,61
947,滿州,21臨時電力　　　　　　　,*,0 ,0
947,滿州,22臨時用電小計　　　　　,**,0 ,61
947,滿州,23總計（含臨時用電）　　,**,"4,462 ","1,300,680 "
947,滿州,24表燈合計　　　　　　　,**,101 ,"442,922 "
947,滿州,25綜合＆電力合計　　　　,**,"4,361 ","857,758 "
950,臺東,1表燈非營業用　　　　,"56,492 ",435 ,"15,994,254 "
950,臺東,2表燈營業用　　　　　　,"6,168 ","4,459 ","4,769,595 "
950,臺東,3表燈小計　　　　　　　,**,"4,894 ","20,763,849 "
950,臺東,4低壓綜合裝置非營業用　,*,0 ,0
950,臺東,5低壓綜合需量非營業用　,158 ,"7,734 ","1,045,926 "
950,臺東,6低壓綜合非營業用電小計,**,"7,734 ","1,045,926 "
950,臺東,7低壓綜合裝置營業用　　,*,41 ,"2,440 "
950,臺東,8低壓綜合需量營業用　　,242 ,"11,406 ","2,119,780 "
950,臺東,9低壓綜合營業用電小計　,**,"11,447 ","2,122,220 "
950,臺東,10低壓綜合用電小計　　　,**,"19,181 ","3,168,146 "
950,臺東,11低壓裝置電力　　　　　,254 ,"2,627 ","313,181 "
950,臺東,12低壓需量電力　　　　　,220 ,"5,901 ","811,029 "
950,臺東,13低壓電力小計　　　　　,**,"8,528 ","1,124,210 "
950,臺東,14高壓電力　　　　　　　,108 ,"34,761 ","9,454,300 "
950,臺東,15特高壓電力　　　　　　,*,"21,120 ","8,432,180 "
950,臺東,16高＆特高壓電力小計　　,**,"55,881 ","17,886,480 "
950,臺東,17電力小計　　　　　　　,**,"64,409 ","19,010,690 "
950,臺東,18綜合＆電力小計　　　　,**,"83,590 ","22,178,836 "
950,臺東,19電燈＆綜合＆電力小計　,**,"88,484 ","42,942,685 "
950,臺東,20臨時電燈　　　　　　　,170 ,0 ,"19,275 "
950,臺東,21臨時電力　　　　　　　,6 ,643 ,"17,160 "
950,臺東,22臨時用電小計　　　　　,**,643 ,"36,435 "
950,臺東,23總計（含臨時用電）　　,**,"88,484 ","42,979,120 "
950,臺東,24表燈合計　　　　　　　,**,"4,894 ","20,783,124 "
950,臺東,25綜合＆電力合計　　　　,**,"83,590 ","22,195,996 "
951,綠島,1表燈非營業用　　　　,605 ,0 ,"300,109 "
951,綠島,2表燈營業用　　　　　　,232 ,158 ,"220,407 "
951,綠島,3表燈小計　　　　　　　,**,158 ,"520,516 "
951,綠島,4低壓綜合裝置非營業用　,*,0 ,0
951,綠島,5低壓綜合需量非營業用　,8 ,483 ,"86,436 "
951,綠島,6低壓綜合非營業用電小計,**,483 ,"86,436 "
951,綠島,7低壓綜合裝置營業用　　,*,0 ,0
951,綠島,8低壓綜合需量營業用　　,*,400 ,"25,800 "
951,綠島,9低壓綜合營業用電小計　,**,400 ,"25,800 "
951,綠島,10低壓綜合用電小計　　　,**,883 ,"112,236 "
951,綠島,11低壓裝置電力　　　　　,*,63 ,"9,491 "
951,綠島,12低壓需量電力　　　　　,7 ,151 ,"10,662 "
951,綠島,13低壓電力小計　　　　　,**,214 ,"20,153 "
951,綠島,14高壓電力　　　　　　　,*,331 ,"56,260 "
951,綠島,15特高壓電力　　　　　　,*,0 ,0
951,綠島,16高＆特高壓電力小計　　,**,331 ,"56,260 "
951,綠島,17電力小計　　　　　　　,**,545 ,"76,413 "
951,綠島,18綜合＆電力小計　　　　,**,"1,428 ","188,649 "
951,綠島,19電燈＆綜合＆電力小計　,**,"1,586 ","709,165 "
951,綠島,20臨時電燈　　　　　　　,6 ,0 ,24
951,綠島,21臨時電力　　　　　　　,*,0 ,0
951,綠島,22臨時用電小計　　　　　,**,0 ,24
951,綠島,23總計（含臨時用電）　　,**,"1,586 ","709,189 "
951,綠島,24表燈合計　　　　　　　,**,158 ,"520,540 "
951,綠島,25綜合＆電力合計　　　　,**,"1,428 ","188,649 "
952,蘭嶼,1表燈非營業用　　　　,"1,437 ",35 ,"668,586 "
952,蘭嶼,2表燈營業用　　　　　　,86 ,32 ,"81,157 "
952,蘭嶼,3表燈小計　　　　　　　,**,67 ,"749,743 "
952,蘭嶼,4低壓綜合裝置非營業用　,*,0 ,0
952,蘭嶼,5低壓綜合需量非營業用　,*,189 ,"32,013 "
952,蘭嶼,6低壓綜合非營業用電小計,**,189 ,"32,013 "
952,蘭嶼,7低壓綜合裝置營業用　　,*,0 ,0
952,蘭嶼,8低壓綜合需量營業用　　,*,59 ,"6,225 "
952,蘭嶼,9低壓綜合營業用電小計　,**,59 ,"6,225 "
952,蘭嶼,10低壓綜合用電小計　　　,**,248 ,"38,238 "
952,蘭嶼,11低壓裝置電力　　　　　,*,0 ,0
952,蘭嶼,12低壓需量電力　　　　　,*,45 ,"8,596 "
952,蘭嶼,13低壓電力小計　　　　　,**,45 ,"8,596 "
952,蘭嶼,14高壓電力　　　　　　　,*,200 ,"42,160 "
952,蘭嶼,15特高壓電力　　　　　　,*,0 ,0
952,蘭嶼,16高＆特高壓電力小計　　,**,200 ,"42,160 "
952,蘭嶼,17電力小計　　　　　　　,**,245 ,"50,756 "
952,蘭嶼,18綜合＆電力小計　　　　,**,493 ,"88,994 "
952,蘭嶼,19電燈＆綜合＆電力小計　,**,560 ,"838,737 "
952,蘭嶼,20臨時電燈　　　　　　　,17 ,0 ,554
952,蘭嶼,21臨時電力　　　　　　　,*,0 ,0
952,蘭嶼,22臨時用電小計　　　　　,**,0 ,554
952,蘭嶼,23總計（含臨時用電）　　,**,560 ,"839,291 "
952,蘭嶼,24表燈合計　　　　　　　,**,67 ,"750,297 "
952,蘭嶼,25綜合＆電力合計　　　　,**,493 ,"88,994 "
953,延平,1表燈非營業用　　　　,964 ,0 ,"451,804 "
953,延平,2表燈營業用　　　　　　,25 ,17 ,"41,976 "
953,延平,3表燈小計　　　　　　　,**,17 ,"493,780 "
953,延平,4低壓綜合裝置非營業用　,*,0 ,0
953,延平,5低壓綜合需量非營業用　,*,15 ,"2,654 "
953,延平,6低壓綜合非營業用電小計,**,15 ,"2,654 "
953,延平,7低壓綜合裝置營業用　　,*,0 ,0
953,延平,8低壓綜合需量營業用　　,*,21 ,"10,340 "
953,延平,9低壓綜合營業用電小計　,**,21 ,"10,340 "
953,延平,10低壓綜合用電小計　　　,**,36 ,"12,994 "
953,延平,11低壓裝置電力　　　　　,8 ,101 ,"23,499 "
953,延平,12低壓需量電力　　　　　,8 ,108 ,"26,318 "
953,延平,13低壓電力小計　　　　　,**,209 ,"49,817 "
953,延平,14高壓電力　　　　　　　,*,145 ,"41,360 "
953,延平,15特高壓電力　　　　　　,*,0 ,0
953,延平,16高＆特高壓電力小計　　,**,145 ,"41,360 "
953,延平,17電力小計　　　　　　　,**,354 ,"91,177 "
953,延平,18綜合＆電力小計　　　　,**,390 ,"104,171 "
953,延平,19電燈＆綜合＆電力小計　,**,407 ,"597,951 "
953,延平,20臨時電燈　　　　　　　,*,0 ,0
953,延平,21臨時電力　　　　　　　,*,0 ,0
953,延平,22臨時用電小計　　　　　,**,0 ,0
953,延平,23總計（含臨時用電）　　,**,407 ,"597,951 "
953,延平,24表燈合計　　　　　　　,**,17 ,"493,780 "
953,延平,25綜合＆電力合計　　　　,**,390 ,"104,171 "
954,卑南,1表燈非營業用　　　　,"11,438 ",74 ,"2,115,966 "
954,卑南,2表燈營業用　　　　　　,"2,194 ",489 ,"539,428 "
954,卑南,3表燈小計　　　　　　　,**,563 ,"2,655,394 "
954,卑南,4低壓綜合裝置非營業用　,*,0 ,0
954,卑南,5低壓綜合需量非營業用　,23 ,"1,068 ","166,124 "
954,卑南,6低壓綜合非營業用電小計,**,"1,068 ","166,124 "
954,卑南,7低壓綜合裝置營業用　　,*,0 ,0
954,卑南,8低壓綜合需量營業用　　,26 ,"1,979 ","322,343 "
954,卑南,9低壓綜合營業用電小計　,**,"1,979 ","322,343 "
954,卑南,10低壓綜合用電小計　　　,**,"3,047 ","488,467 "
954,卑南,11低壓裝置電力　　　　　,92 ,852 ,"83,347 "
954,卑南,12低壓需量電力　　　　　,58 ,"1,283 ","163,513 "
954,卑南,13低壓電力小計　　　　　,**,"2,135 ","246,860 "
954,卑南,14高壓電力　　　　　　　,14 ,"4,271 ","1,355,100 "
954,卑南,15特高壓電力　　　　　　,*,0 ,0
954,卑南,16高＆特高壓電力小計　　,**,"4,271 ","1,355,100 "
954,卑南,17電力小計　　　　　　　,**,"6,406 ","1,601,960 "
954,卑南,18綜合＆電力小計　　　　,**,"9,453 ","2,090,427 "
954,卑南,19電燈＆綜合＆電力小計　,**,"10,016 ","4,745,821 "
954,卑南,20臨時電燈　　　　　　　,7 ,0 ,411
954,卑南,21臨時電力　　　　　　　,*,0 ,0
954,卑南,22臨時用電小計　　　　　,**,0 ,411
954,卑南,23總計（含臨時用電）　　,**,"10,016 ","4,746,232 "
954,卑南,24表燈合計　　　　　　　,**,563 ,"2,655,805 "
954,卑南,25綜合＆電力合計　　　　,**,"9,453 ","2,090,427 "
955,鹿野,1表燈非營業用　　　　,"4,319 ",18 ,"893,673 "
955,鹿野,2表燈營業用　　　　　　,246 ,171 ,"206,419 "
955,鹿野,3表燈小計　　　　　　　,**,189 ,"1,100,092 "
955,鹿野,4低壓綜合裝置非營業用　,*,0 ,0
955,鹿野,5低壓綜合需量非營業用　,*,80 ,"11,000 "
955,鹿野,6低壓綜合非營業用電小計,**,80 ,"11,000 "
955,鹿野,7低壓綜合裝置營業用　　,*,0 ,0
955,鹿野,8低壓綜合需量營業用　　,7 ,171 ,"40,473 "
955,鹿野,9低壓綜合營業用電小計　,**,171 ,"40,473 "
955,鹿野,10低壓綜合用電小計　　　,**,251 ,"51,473 "
955,鹿野,11低壓裝置電力　　　　　,34 ,426 ,"39,329 "
955,鹿野,12低壓需量電力　　　　　,38 ,815 ,"95,157 "
955,鹿野,13低壓電力小計　　　　　,**,"1,241 ","134,486 "
955,鹿野,14高壓電力　　　　　　　,*,"1,283 ","369,900 "
955,鹿野,15特高壓電力　　　　　　,*,0 ,0
955,鹿野,16高＆特高壓電力小計　　,**,"1,283 ","369,900 "
955,鹿野,17電力小計　　　　　　　,**,"2,524 ","504,386 "
955,鹿野,18綜合＆電力小計　　　　,**,"2,775 ","555,859 "
955,鹿野,19電燈＆綜合＆電力小計　,**,"2,964 ","1,655,951 "
955,鹿野,20臨時電燈　　　　　　　,*,0 ,0
955,鹿野,21臨時電力　　　　　　　,*,51 ,"16,240 "
955,鹿野,22臨時用電小計　　　　　,**,51 ,"16,240 "
955,鹿野,23總計（含臨時用電）　　,**,"2,964 ","1,672,191 "
955,鹿野,24表燈合計　　　　　　　,**,189 ,"1,100,092 "
955,鹿野,25綜合＆電力合計　　　　,**,"2,775 ","572,099 "
