郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月)
369,卓蘭,15特高壓電力　　　　　　,*,0 ,0
369,卓蘭,16高＆特高壓電力小計　　,**,"2,005 ","390,300 "
369,卓蘭,17電力小計　　　　　　　,**,"3,172 ","752,087 "
369,卓蘭,18綜合＆電力小計　　　　,**,"3,607 ","853,894 "
369,卓蘭,19電燈＆綜合＆電力小計　,**,"3,894 ","3,135,977 "
369,卓蘭,20臨時電燈　　　　　　　,7 ,0 ,"11,020 "
369,卓蘭,21臨時電力　　　　　　　,*,0 ,0
369,卓蘭,22臨時用電小計　　　　　,**,0 ,"11,020 "
369,卓蘭,23總計（含臨時用電）　　,**,"3,894 ","3,146,997 "
369,卓蘭,24表燈合計　　　　　　　,**,287 ,"2,293,103 "
369,卓蘭,25綜合＆電力合計　　　　,**,"3,607 ","853,894 "
400,中區,1表燈非營業用　　　　,"15,193 ",73 ,"5,559,194 "
400,中區,2表燈營業用　　　　　　,"2,388 ","3,398 ","3,823,053 "
400,中區,3表燈小計　　　　　　　,**,"3,471 ","9,382,247 "
400,中區,4低壓綜合裝置非營業用　,*,44 ,851
400,中區,5低壓綜合需量非營業用　,66 ,"1,953 ","277,242 "
400,中區,6低壓綜合非營業用電小計,**,"1,997 ","278,093 "
400,中區,7低壓綜合裝置營業用　　,12 ,657 ,"30,453 "
400,中區,8低壓綜合需量營業用　　,380 ,"14,703 ","2,439,376 "
400,中區,9低壓綜合營業用電小計　,**,"15,360 ","2,469,829 "
400,中區,10低壓綜合用電小計　　　,**,"17,357 ","2,747,922 "
400,中區,11低壓裝置電力　　　　　,106 ,857 ,"53,931 "
400,中區,12低壓需量電力　　　　　,17 ,786 ,"98,053 "
400,中區,13低壓電力小計　　　　　,**,"1,643 ","151,984 "
400,中區,14高壓電力　　　　　　　,68 ,"18,328 ","5,041,989 "
400,中區,15特高壓電力　　　　　　,*,0 ,0
400,中區,16高＆特高壓電力小計　　,**,"18,328 ","5,041,989 "
400,中區,17電力小計　　　　　　　,**,"19,971 ","5,193,973 "
400,中區,18綜合＆電力小計　　　　,**,"37,328 ","7,941,895 "
400,中區,19電燈＆綜合＆電力小計　,**,"40,799 ","17,324,142 "
400,中區,20臨時電燈　　　　　　　,6 ,0 ,"6,348 "
400,中區,21臨時電力　　　　　　　,*,439 ,"32,480 "
400,中區,22臨時用電小計　　　　　,**,439 ,"38,828 "
400,中區,23總計（含臨時用電）　　,**,"40,799 ","17,362,970 "
400,中區,24表燈合計　　　　　　　,**,"3,471 ","9,388,595 "
400,中區,25綜合＆電力合計　　　　,**,"37,328 ","7,974,375 "
401,東區,1表燈非營業用　　　　,"37,884 ",181 ,"5,486,582 "
401,東區,2表燈營業用　　　　　　,"4,268 ","4,398 ","2,762,254 "
401,東區,3表燈小計　　　　　　　,**,"4,579 ","8,248,836 "
401,東區,4低壓綜合裝置非營業用　,*,65 ,"12,480 "
401,東區,5低壓綜合需量非營業用　,109 ,"4,456 ","764,569 "
401,東區,6低壓綜合非營業用電小計,**,"4,521 ","777,049 "
401,東區,7低壓綜合裝置營業用　　,*,36 ,"4,919 "
401,東區,8低壓綜合需量營業用　　,199 ,"8,329 ","1,767,913 "
401,東區,9低壓綜合營業用電小計　,**,"8,365 ","1,772,832 "
401,東區,10低壓綜合用電小計　　　,**,"12,886 ","2,549,881 "
401,東區,11低壓裝置電力　　　　　,150 ,"1,736 ","232,194 "
401,東區,12低壓需量電力　　　　　,555 ,"10,898 ","1,470,600 "
401,東區,13低壓電力小計　　　　　,**,"12,634 ","1,702,794 "
401,東區,14高壓電力　　　　　　　,32 ,"15,108 ","5,037,950 "
401,東區,15特高壓電力　　　　　　,*,"2,880 ","1,407,600 "
401,東區,16高＆特高壓電力小計　　,**,"17,988 ","6,445,550 "
401,東區,17電力小計　　　　　　　,**,"30,622 ","8,148,344 "
401,東區,18綜合＆電力小計　　　　,**,"43,508 ","10,698,225 "
401,東區,19電燈＆綜合＆電力小計　,**,"48,087 ","18,947,061 "
401,東區,20臨時電燈　　　　　　　,46 ,0 ,740
401,東區,21臨時電力　　　　　　　,21 ,"1,875 ","293,879 "
401,東區,22臨時用電小計　　　　　,**,"1,875 ","294,619 "
401,東區,23總計（含臨時用電）　　,**,"48,087 ","19,241,680 "
401,東區,24表燈合計　　　　　　　,**,"4,579 ","8,249,576 "
401,東區,25綜合＆電力合計　　　　,**,"43,508 ","10,992,104 "
402,南區,1表燈非營業用　　　　,"70,348 ",121 ,"46,003 "
402,南區,2表燈營業用　　　　　　,"5,384 ","5,038 ","1,610,273 "
402,南區,3表燈小計　　　　　　　,**,"5,159 ","1,656,276 "
402,南區,4低壓綜合裝置非營業用　,*,0 ,0
402,南區,5低壓綜合需量非營業用　,406 ,"14,955 ","2,237,851 "
402,南區,6低壓綜合非營業用電小計,**,"14,955 ","2,237,851 "
402,南區,7低壓綜合裝置營業用　　,*,0 ,0
402,南區,8低壓綜合需量營業用　　,203 ,"9,126 ","2,026,684 "
402,南區,9低壓綜合營業用電小計　,**,"9,126 ","2,026,684 "
402,南區,10低壓綜合用電小計　　　,**,"24,081 ","4,264,535 "
402,南區,11低壓裝置電力　　　　　,110 ,"1,536 ","125,448 "
402,南區,12低壓需量電力　　　　　,320 ,"8,701 ","1,216,396 "
402,南區,13低壓電力小計　　　　　,**,"10,237 ","1,341,844 "
402,南區,14高壓電力　　　　　　　,54 ,"42,451 ","13,003,570 "
402,南區,15特高壓電力　　　　　　,*,999 ,"334,800 "
402,南區,16高＆特高壓電力小計　　,**,"43,450 ","13,338,370 "
402,南區,17電力小計　　　　　　　,**,"53,687 ","14,680,214 "
402,南區,18綜合＆電力小計　　　　,**,"77,768 ","18,944,749 "
402,南區,19電燈＆綜合＆電力小計　,**,"82,927 ","20,601,025 "
402,南區,20臨時電燈　　　　　　　,56 ,0 ,0
402,南區,21臨時電力　　　　　　　,19 ,"2,557 ","414,160 "
402,南區,22臨時用電小計　　　　　,**,"2,557 ","414,160 "
402,南區,23總計（含臨時用電）　　,**,"82,927 ","21,015,185 "
402,南區,24表燈合計　　　　　　　,**,"5,159 ","1,656,276 "
402,南區,25綜合＆電力合計　　　　,**,"77,768 ","19,358,909 "
403,西區,1表燈非營業用　　　　,"67,914 ",665 ,"5,532,490 "
403,西區,2表燈營業用　　　　　　,"8,593 ","9,866 ","4,353,501 "
403,西區,3表燈小計　　　　　　　,**,"10,531 ","9,885,991 "
403,西區,4低壓綜合裝置非營業用　,*,24 ,760
403,西區,5低壓綜合需量非營業用　,446 ,"17,701 ","2,641,756 "
403,西區,6低壓綜合非營業用電小計,**,"17,725 ","2,642,516 "
403,西區,7低壓綜合裝置營業用　　,*,0 ,0
403,西區,8低壓綜合需量營業用　　,464 ,"23,586 ","4,445,346 "
403,西區,9低壓綜合營業用電小計　,**,"23,586 ","4,445,346 "
403,西區,10低壓綜合用電小計　　　,**,"41,311 ","7,087,862 "
403,西區,11低壓裝置電力　　　　　,62 ,625 ,"23,814 "
403,西區,12低壓需量電力　　　　　,49 ,"1,221 ","160,095 "
403,西區,13低壓電力小計　　　　　,**,"1,846 ","183,909 "
403,西區,14高壓電力　　　　　　　,74 ,"52,930 ","15,230,959 "
403,西區,15特高壓電力　　　　　　,*,0 ,0
403,西區,16高＆特高壓電力小計　　,**,"52,930 ","15,230,959 "
403,西區,17電力小計　　　　　　　,**,"54,776 ","15,414,868 "
403,西區,18綜合＆電力小計　　　　,**,"96,087 ","22,502,730 "
403,西區,19電燈＆綜合＆電力小計　,**,"106,618 ","32,388,721 "
403,西區,20臨時電燈　　　　　　　,52 ,0 ,"15,219 "
403,西區,21臨時電力　　　　　　　,9 ,715 ,"98,200 "
403,西區,22臨時用電小計　　　　　,**,715 ,"113,419 "
403,西區,23總計（含臨時用電）　　,**,"106,618 ","32,502,140 "
403,西區,24表燈合計　　　　　　　,**,"10,531 ","9,901,210 "
403,西區,25綜合＆電力合計　　　　,**,"96,087 ","22,600,930 "
404,北區,1表燈非營業用　　　　,"88,691 ",289 ,"31,594,063 "
404,北區,2表燈營業用　　　　　　,"9,090 ","10,490 ","12,764,146 "
404,北區,3表燈小計　　　　　　　,**,"10,779 ","44,358,209 "
404,北區,4低壓綜合裝置非營業用　,*,36 ,"1,746 "
404,北區,5低壓綜合需量非營業用　,406 ,"15,508 ","2,426,159 "
404,北區,6低壓綜合非營業用電小計,**,"15,544 ","2,427,905 "
404,北區,7低壓綜合裝置營業用　　,*,0 ,0
404,北區,8低壓綜合需量營業用　　,635 ,"31,496 ","6,484,849 "
404,北區,9低壓綜合營業用電小計　,**,"31,496 ","6,484,849 "
404,北區,10低壓綜合用電小計　　　,**,"47,040 ","8,912,754 "
404,北區,11低壓裝置電力　　　　　,88 ,871 ,"83,759 "
404,北區,12低壓需量電力　　　　　,97 ,"2,190 ","278,573 "
404,北區,13低壓電力小計　　　　　,**,"3,061 ","362,332 "
404,北區,14高壓電力　　　　　　　,75 ,"48,691 ","14,955,792 "
404,北區,15特高壓電力　　　　　　,*,0 ,0
404,北區,16高＆特高壓電力小計　　,**,"48,691 ","14,955,792 "
404,北區,17電力小計　　　　　　　,**,"51,752 ","15,318,124 "
404,北區,18綜合＆電力小計　　　　,**,"98,792 ","24,230,878 "
404,北區,19電燈＆綜合＆電力小計　,**,"109,571 ","68,589,087 "
404,北區,20臨時電燈　　　　　　　,45 ,0 ,"25,564 "
404,北區,21臨時電力　　　　　　　,11 ,"1,718 ","285,800 "
404,北區,22臨時用電小計　　　　　,**,"1,718 ","311,364 "
404,北區,23總計（含臨時用電）　　,**,"109,571 ","68,900,451 "
404,北區,24表燈合計　　　　　　　,**,"10,779 ","44,383,773 "
404,北區,25綜合＆電力合計　　　　,**,"98,792 ","24,516,678 "
406,北屯區,1表燈非營業用　　　　,"129,515 ",518 ,"53,471,317 "
406,北屯區,2表燈營業用　　　　　　,"10,293 ","11,102 ","15,864,424 "
406,北屯區,3表燈小計　　　　　　　,**,"11,620 ","69,335,741 "
406,北屯區,4低壓綜合裝置非營業用　,*,0 ,0
406,北屯區,5低壓綜合需量非營業用　,568 ,"20,386 ","3,032,394 "
406,北屯區,6低壓綜合非營業用電小計,**,"20,386 ","3,032,394 "
406,北屯區,7低壓綜合裝置營業用　　,*,52 ,"5,760 "
406,北屯區,8低壓綜合需量營業用　　,507 ,"28,862 ","6,249,961 "
406,北屯區,9低壓綜合營業用電小計　,**,"28,914 ","6,255,721 "
406,北屯區,10低壓綜合用電小計　　　,**,"49,300 ","9,288,115 "
406,北屯區,11低壓裝置電力　　　　　,111 ,"1,390 ","179,498 "
406,北屯區,12低壓需量電力　　　　　,144 ,"4,146 ","671,001 "
406,北屯區,13低壓電力小計　　　　　,**,"5,536 ","850,499 "
406,北屯區,14高壓電力　　　　　　　,52 ,"25,784 ","5,740,230 "
406,北屯區,15特高壓電力　　　　　　,*,0 ,0
406,北屯區,16高＆特高壓電力小計　　,**,"25,784 ","5,740,230 "
406,北屯區,17電力小計　　　　　　　,**,"31,320 ","6,590,729 "
406,北屯區,18綜合＆電力小計　　　　,**,"80,620 ","15,878,844 "
406,北屯區,19電燈＆綜合＆電力小計　,**,"92,240 ","85,214,585 "
406,北屯區,20臨時電燈　　　　　　　,234 ,0 ,"365,527 "
406,北屯區,21臨時電力　　　　　　　,61 ,"4,421 ","510,491 "
406,北屯區,22臨時用電小計　　　　　,**,"4,421 ","876,018 "
406,北屯區,23總計（含臨時用電）　　,**,"92,240 ","86,090,603 "
406,北屯區,24表燈合計　　　　　　　,**,"11,620 ","69,701,268 "
406,北屯區,25綜合＆電力合計　　　　,**,"80,620 ","16,389,335 "
407,西屯區,1表燈非營業用　　　　,"132,712 ",800 ,"33,143,385 "
407,西屯區,2表燈營業用　　　　　　,"14,967 ","20,716 ","19,487,078 "
407,西屯區,3表燈小計　　　　　　　,**,"21,516 ","52,630,463 "
407,西屯區,4低壓綜合裝置非營業用　,*,0 ,0
407,西屯區,5低壓綜合需量非營業用　,887 ,"46,398 ","7,424,140 "
407,西屯區,6低壓綜合非營業用電小計,**,"46,398 ","7,424,140 "
407,西屯區,7低壓綜合裝置營業用　　,*,43 ,"3,750 "
407,西屯區,8低壓綜合需量營業用　　,899 ,"57,993 ","11,557,551 "
407,西屯區,9低壓綜合營業用電小計　,**,"58,036 ","11,561,301 "
407,西屯區,10低壓綜合用電小計　　　,**,"104,434 ","18,985,441 "
407,西屯區,11低壓裝置電力　　　　　,118 ,"1,791 ","228,567 "
407,西屯區,12低壓需量電力　　　　　,516 ,"31,632 ","5,567,660 "
407,西屯區,13低壓電力小計　　　　　,**,"33,423 ","5,796,227 "
407,西屯區,14高壓電力　　　　　　　,368 ,"268,469 ","83,324,159 "
407,西屯區,15特高壓電力　　　　　　,*,"353,650 ","226,128,800 "
407,西屯區,16高＆特高壓電力小計　　,**,"622,119 ","309,452,959 "
407,西屯區,17電力小計　　　　　　　,**,"655,542 ","315,249,186 "
407,西屯區,18綜合＆電力小計　　　　,**,"759,976 ","334,234,627 "
407,西屯區,19電燈＆綜合＆電力小計　,**,"781,492 ","386,865,090 "
407,西屯區,20臨時電燈　　　　　　　,178 ,0 ,"101,319 "
407,西屯區,21臨時電力　　　　　　　,110 ,"13,824 ","2,929,965 "
407,西屯區,22臨時用電小計　　　　　,**,"13,824 ","3,031,284 "
407,西屯區,23總計（含臨時用電）　　,**,"781,492 ","389,896,374 "
407,西屯區,24表燈合計　　　　　　　,**,"21,516 ","52,731,782 "
407,西屯區,25綜合＆電力合計　　　　,**,"759,976 ","337,164,592 "
408,南屯區,1表燈非營業用　　　　,"80,836 ",473 ,"18,856,693 "
408,南屯區,2表燈營業用　　　　　　,"8,806 ","11,844 ","10,407,910 "
408,南屯區,3表燈小計　　　　　　　,**,"12,317 ","29,264,603 "
408,南屯區,4低壓綜合裝置非營業用　,*,0 ,0
408,南屯區,5低壓綜合需量非營業用　,564 ,"24,254 ","3,474,267 "
408,南屯區,6低壓綜合非營業用電小計,**,"24,254 ","3,474,267 "
408,南屯區,7低壓綜合裝置營業用　　,*,0 ,0
408,南屯區,8低壓綜合需量營業用　　,511 ,"30,104 ","6,175,086 "
408,南屯區,9低壓綜合營業用電小計　,**,"30,104 ","6,175,086 "
408,南屯區,10低壓綜合用電小計　　　,**,"54,358 ","9,649,353 "
408,南屯區,11低壓裝置電力　　　　　,61 ,989 ,"228,715 "
408,南屯區,12低壓需量電力　　　　　,222 ,"14,629 ","2,304,977 "
408,南屯區,13低壓電力小計　　　　　,**,"15,618 ","2,533,692 "
408,南屯區,14高壓電力　　　　　　　,240 ,"145,067 ","49,174,382 "
408,南屯區,15特高壓電力　　　　　　,*,0 ,0
408,南屯區,16高＆特高壓電力小計　　,**,"145,067 ","49,174,382 "
408,南屯區,17電力小計　　　　　　　,**,"160,685 ","51,708,074 "
408,南屯區,18綜合＆電力小計　　　　,**,"215,043 ","61,357,427 "
408,南屯區,19電燈＆綜合＆電力小計　,**,"227,360 ","90,622,030 "
408,南屯區,20臨時電燈　　　　　　　,141 ,0 ,"170,728 "
408,南屯區,21臨時電力　　　　　　　,59 ,"6,685 ","1,290,617 "
408,南屯區,22臨時用電小計　　　　　,**,"6,685 ","1,461,345 "
408,南屯區,23總計（含臨時用電）　　,**,"227,360 ","92,083,375 "
408,南屯區,24表燈合計　　　　　　　,**,"12,317 ","29,435,331 "
408,南屯區,25綜合＆電力合計　　　　,**,"215,043 ","62,648,044 "
411,太平,1表燈非營業用　　　　,"85,945 ",373 ,"24,383,165 "
411,太平,2表燈營業用　　　　　　,"8,794 ","10,957 ","7,845,035 "
411,太平,3表燈小計　　　　　　　,**,"11,330 ","32,228,200 "
411,太平,4低壓綜合裝置非營業用　,*,0 ,0
411,太平,5低壓綜合需量非營業用　,154 ,"5,817 ","1,021,651 "
411,太平,6低壓綜合非營業用電小計,**,"5,817 ","1,021,651 "
411,太平,7低壓綜合裝置營業用　　,*,0 ,0
411,太平,8低壓綜合需量營業用　　,335 ,"19,094 ","3,836,652 "
411,太平,9低壓綜合營業用電小計　,**,"19,094 ","3,836,652 "
411,太平,10低壓綜合用電小計　　　,**,"24,911 ","4,858,303 "
411,太平,11低壓裝置電力　　　　　,131 ,"1,584 ","256,301 "
411,太平,12低壓需量電力　　　　　,"1,153 ","49,546 ","8,469,006 "
411,太平,13低壓電力小計　　　　　,**,"51,130 ","8,725,307 "
411,太平,14高壓電力　　　　　　　,244 ,"121,064 ","30,561,614 "
411,太平,15特高壓電力　　　　　　,*,0 ,0
411,太平,16高＆特高壓電力小計　　,**,"121,064 ","30,561,614 "
411,太平,17電力小計　　　　　　　,**,"172,194 ","39,286,921 "
411,太平,18綜合＆電力小計　　　　,**,"197,105 ","44,145,224 "
411,太平,19電燈＆綜合＆電力小計　,**,"208,435 ","76,373,424 "
411,太平,20臨時電燈　　　　　　　,69 ,0 ,"102,495 "
411,太平,21臨時電力　　　　　　　,19 ,"2,083 ","264,740 "
411,太平,22臨時用電小計　　　　　,**,"2,083 ","367,235 "
411,太平,23總計（含臨時用電）　　,**,"208,435 ","76,740,659 "
411,太平,24表燈合計　　　　　　　,**,"11,330 ","32,330,695 "
411,太平,25綜合＆電力合計　　　　,**,"197,105 ","44,409,964 "
412,大里,1表燈非營業用　　　　,"94,819 ",360 ,"13,003,695 "
412,大里,2表燈營業用　　　　　　,"10,231 ","14,115 ","9,316,134 "
412,大里,3表燈小計　　　　　　　,**,"14,475 ","22,319,829 "
412,大里,4低壓綜合裝置非營業用　,*,0 ,0
412,大里,5低壓綜合需量非營業用　,153 ,"5,896 ","1,000,151 "
412,大里,6低壓綜合非營業用電小計,**,"5,896 ","1,000,151 "
412,大里,7低壓綜合裝置營業用　　,*,0 ,0
412,大里,8低壓綜合需量營業用　　,497 ,"27,116 ","6,094,323 "
412,大里,9低壓綜合營業用電小計　,**,"27,116 ","6,094,323 "
412,大里,10低壓綜合用電小計　　　,**,"33,012 ","7,094,474 "
412,大里,11低壓裝置電力　　　　　,172 ,"1,430 ","204,987 "
412,大里,12低壓需量電力　　　　　,894 ,"42,266 ","8,144,011 "
412,大里,13低壓電力小計　　　　　,**,"43,696 ","8,348,998 "
412,大里,14高壓電力　　　　　　　,209 ,"91,030 ","23,137,855 "
412,大里,15特高壓電力　　　　　　,*,0 ,0
412,大里,16高＆特高壓電力小計　　,**,"91,030 ","23,137,855 "
412,大里,17電力小計　　　　　　　,**,"134,726 ","31,486,853 "
412,大里,18綜合＆電力小計　　　　,**,"167,738 ","38,581,327 "
412,大里,19電燈＆綜合＆電力小計　,**,"182,213 ","60,901,156 "
412,大里,20臨時電燈　　　　　　　,96 ,0 ,"5,075 "
412,大里,21臨時電力　　　　　　　,28 ,"3,493 ","927,400 "
412,大里,22臨時用電小計　　　　　,**,"3,493 ","932,475 "
412,大里,23總計（含臨時用電）　　,**,"182,213 ","61,833,631 "
412,大里,24表燈合計　　　　　　　,**,"14,475 ","22,324,904 "
412,大里,25綜合＆電力合計　　　　,**,"167,738 ","39,508,727 "
413,霧峰,1表燈非營業用　　　　,"34,517 ",137 ,"17,322,010 "
413,霧峰,2表燈營業用　　　　　　,"3,297 ","3,979 ","7,987,649 "
413,霧峰,3表燈小計　　　　　　　,**,"4,116 ","25,309,659 "
413,霧峰,4低壓綜合裝置非營業用　,*,0 ,0
413,霧峰,5低壓綜合需量非營業用　,63 ,"3,279 ","609,208 "
413,霧峰,6低壓綜合非營業用電小計,**,"3,279 ","609,208 "
413,霧峰,7低壓綜合裝置營業用　　,*,0 ,0
413,霧峰,8低壓綜合需量營業用　　,172 ,"9,787 ","2,091,220 "
413,霧峰,9低壓綜合營業用電小計　,**,"9,787 ","2,091,220 "
413,霧峰,10低壓綜合用電小計　　　,**,"13,066 ","2,700,428 "
413,霧峰,11低壓裝置電力　　　　　,121 ,"1,641 ","252,066 "
413,霧峰,12低壓需量電力　　　　　,285 ,"14,031 ","2,571,174 "
413,霧峰,13低壓電力小計　　　　　,**,"15,672 ","2,823,240 "
413,霧峰,14高壓電力　　　　　　　,107 ,"64,686 ","18,055,599 "
413,霧峰,15特高壓電力　　　　　　,*,0 ,0
413,霧峰,16高＆特高壓電力小計　　,**,"64,686 ","18,055,599 "
413,霧峰,17電力小計　　　　　　　,**,"80,358 ","20,878,839 "
413,霧峰,18綜合＆電力小計　　　　,**,"93,424 ","23,579,267 "
413,霧峰,19電燈＆綜合＆電力小計　,**,"97,540 ","48,888,926 "
413,霧峰,20臨時電燈　　　　　　　,44 ,0 ,"12,848 "
413,霧峰,21臨時電力　　　　　　　,*,510 ,"85,520 "
413,霧峰,22臨時用電小計　　　　　,**,510 ,"98,368 "
413,霧峰,23總計（含臨時用電）　　,**,"97,540 ","48,987,294 "
413,霧峰,24表燈合計　　　　　　　,**,"4,116 ","25,322,507 "
413,霧峰,25綜合＆電力合計　　　　,**,"93,424 ","23,664,787 "
414,烏日,1表燈非營業用　　　　,"34,567 ",164 ,"7,687,338 "
414,烏日,2表燈營業用　　　　　　,"5,465 ","7,918 ","14,908,597 "
414,烏日,3表燈小計　　　　　　　,**,"8,082 ","22,595,935 "
414,烏日,4低壓綜合裝置非營業用　,*,0 ,0
414,烏日,5低壓綜合需量非營業用　,56 ,"2,812 ","482,898 "
414,烏日,6低壓綜合非營業用電小計,**,"2,812 ","482,898 "
414,烏日,7低壓綜合裝置營業用　　,*,0 ,0
414,烏日,8低壓綜合需量營業用　　,288 ,"20,485 ","4,095,486 "
414,烏日,9低壓綜合營業用電小計　,**,"20,485 ","4,095,486 "
414,烏日,10低壓綜合用電小計　　　,**,"23,297 ","4,578,384 "
414,烏日,11低壓裝置電力　　　　　,117 ,"1,767 ","237,627 "
414,烏日,12低壓需量電力　　　　　,341 ,"15,756 ","2,308,269 "
414,烏日,13低壓電力小計　　　　　,**,"17,523 ","2,545,896 "
414,烏日,14高壓電力　　　　　　　,101 ,"56,139 ","12,395,984 "
414,烏日,15特高壓電力　　　　　　,*,"20,050 ","10,098,000 "
414,烏日,16高＆特高壓電力小計　　,**,"76,189 ","22,493,984 "
414,烏日,17電力小計　　　　　　　,**,"93,712 ","25,039,880 "
414,烏日,18綜合＆電力小計　　　　,**,"117,009 ","29,618,264 "
414,烏日,19電燈＆綜合＆電力小計　,**,"125,091 ","52,214,199 "
414,烏日,20臨時電燈　　　　　　　,46 ,0 ,"25,134 "
414,烏日,21臨時電力　　　　　　　,25 ,"3,179 ","622,228 "
414,烏日,22臨時用電小計　　　　　,**,"3,179 ","647,362 "
414,烏日,23總計（含臨時用電）　　,**,"125,091 ","52,861,561 "
414,烏日,24表燈合計　　　　　　　,**,"8,082 ","22,621,069 "
414,烏日,25綜合＆電力合計　　　　,**,"117,009 ","30,240,492 "
420,豐原,1表燈非營業用　　　　,"74,286 ",706 ,"21,957,776 "
420,豐原,2表燈營業用　　　　　　,"9,208 ","9,617 ","12,090,819 "
420,豐原,3表燈小計　　　　　　　,**,"10,323 ","34,048,595 "
420,豐原,4低壓綜合裝置非營業用　,*,0 ,0
420,豐原,5低壓綜合需量非營業用　,117 ,"5,492 ","779,919 "
420,豐原,6低壓綜合非營業用電小計,**,"5,492 ","779,919 "
420,豐原,7低壓綜合裝置營業用　　,*,67 ,"10,520 "
420,豐原,8低壓綜合需量營業用　　,482 ,"24,016 ","4,468,468 "
420,豐原,9低壓綜合營業用電小計　,**,"24,083 ","4,478,988 "
420,豐原,10低壓綜合用電小計　　　,**,"29,575 ","5,258,907 "
420,豐原,11低壓裝置電力　　　　　,194 ,"1,777 ","131,492 "
420,豐原,12低壓需量電力　　　　　,780 ,"27,997 ","4,375,264 "
420,豐原,13低壓電力小計　　　　　,**,"29,774 ","4,506,756 "
420,豐原,14高壓電力　　　　　　　,123 ,"48,089 ","11,612,427 "
420,豐原,15特高壓電力　　　　　　,*,"10,416 ","2,893,200 "
420,豐原,16高＆特高壓電力小計　　,**,"58,505 ","14,505,627 "
420,豐原,17電力小計　　　　　　　,**,"88,279 ","19,012,383 "
420,豐原,18綜合＆電力小計　　　　,**,"117,854 ","24,271,290 "
420,豐原,19電燈＆綜合＆電力小計　,**,"128,177 ","58,319,885 "
420,豐原,20臨時電燈　　　　　　　,168 ,0 ,"50,239 "
420,豐原,21臨時電力　　　　　　　,6 ,410 ,"81,725 "
420,豐原,22臨時用電小計　　　　　,**,410 ,"131,964 "
420,豐原,23總計（含臨時用電）　　,**,"128,177 ","58,451,849 "
420,豐原,24表燈合計　　　　　　　,**,"10,323 ","34,098,834 "
420,豐原,25綜合＆電力合計　　　　,**,"117,854 ","24,353,015 "
421,后里,1表燈非營業用　　　　,"25,120 ",136 ,"5,886,484 "
421,后里,2表燈營業用　　　　　　,"2,491 ","2,999 ","2,916,391 "
421,后里,3表燈小計　　　　　　　,**,"3,135 ","8,802,875 "
421,后里,4低壓綜合裝置非營業用　,*,0 ,0
421,后里,5低壓綜合需量非營業用　,18 ,896 ,"116,470 "
421,后里,6低壓綜合非營業用電小計,**,896 ,"116,470 "
421,后里,7低壓綜合裝置營業用　　,*,0 ,0
421,后里,8低壓綜合需量營業用　　,82 ,"6,814 ","1,312,290 "
421,后里,9低壓綜合營業用電小計　,**,"6,814 ","1,312,290 "
421,后里,10低壓綜合用電小計　　　,**,"7,710 ","1,428,760 "
421,后里,11低壓裝置電力　　　　　,70 ,770 ,"69,575 "
421,后里,12低壓需量電力　　　　　,178 ,"10,978 ","2,193,176 "
421,后里,13低壓電力小計　　　　　,**,"11,748 ","2,262,751 "
421,后里,14高壓電力　　　　　　　,83 ,"51,619 ","19,270,771 "
421,后里,15特高壓電力　　　　　　,7 ,"299,583 ","166,751,386 "
421,后里,16高＆特高壓電力小計　　,**,"351,202 ","186,022,157 "
421,后里,17電力小計　　　　　　　,**,"362,950 ","188,284,908 "
421,后里,18綜合＆電力小計　　　　,**,"370,660 ","189,713,668 "
421,后里,19電燈＆綜合＆電力小計　,**,"373,795 ","198,516,543 "
421,后里,20臨時電燈　　　　　　　,51 ,0 ,"26,671 "
421,后里,21臨時電力　　　　　　　,*,61 ,480
421,后里,22臨時用電小計　　　　　,**,61 ,"27,151 "
421,后里,23總計（含臨時用電）　　,**,"373,795 ","198,543,694 "
421,后里,24表燈合計　　　　　　　,**,"3,135 ","8,829,546 "
421,后里,25綜合＆電力合計　　　　,**,"370,660 ","189,714,148 "
422,石岡,1表燈非營業用　　　　,"7,602 ",0 ,"2,630 "
422,石岡,2表燈營業用　　　　　　,494 ,250 ,"87,520 "
422,石岡,3表燈小計　　　　　　　,**,250 ,"90,150 "
422,石岡,4低壓綜合裝置非營業用　,*,0 ,0
422,石岡,5低壓綜合需量非營業用　,*,457 ,"70,634 "
422,石岡,6低壓綜合非營業用電小計,**,457 ,"70,634 "
422,石岡,7低壓綜合裝置營業用　　,*,0 ,0
422,石岡,8低壓綜合需量營業用　　,19 ,950 ,"180,137 "
422,石岡,9低壓綜合營業用電小計　,**,950 ,"180,137 "
422,石岡,10低壓綜合用電小計　　　,**,"1,407 ","250,771 "
422,石岡,11低壓裝置電力　　　　　,26 ,236 ,"45,776 "
422,石岡,12低壓需量電力　　　　　,31 ,"1,909 ","394,914 "
422,石岡,13低壓電力小計　　　　　,**,"2,145 ","440,690 "
422,石岡,14高壓電力　　　　　　　,19 ,"8,310 ","2,238,799 "
422,石岡,15特高壓電力　　　　　　,*,0 ,0
422,石岡,16高＆特高壓電力小計　　,**,"8,310 ","2,238,799 "
422,石岡,17電力小計　　　　　　　,**,"10,455 ","2,679,489 "
422,石岡,18綜合＆電力小計　　　　,**,"11,862 ","2,930,260 "
422,石岡,19電燈＆綜合＆電力小計　,**,"12,112 ","3,020,410 "
422,石岡,20臨時電燈　　　　　　　,*,0 ,0
422,石岡,21臨時電力　　　　　　　,*,0 ,0
