郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月),售電度數(當年累計),,當月：104年12月，當年累計：104年1~12月
262,礁溪,8低壓綜合需量營業用　　,78,"5,086","1,109,985","14,798,477",,
262,礁溪,9低壓綜合營業用電小計　,**,"5,152","1,122,147","14,973,895",,
262,礁溪,10低壓綜合用電小計　　　,**,"8,552","1,625,261","20,617,344",,
262,礁溪,11低壓裝置電力　　　　　,344,"2,591","518,786","7,186,005",,
262,礁溪,12低壓需量電力　　　　　,153,"3,629","521,055","6,534,305",,
262,礁溪,13低壓電力小計　　　　　,**,"6,220","1,039,841","13,720,310",,
262,礁溪,14高壓電力　　　　　　　,29,"12,428","3,848,222","49,388,167",,
262,礁溪,15特高壓電力　　　　　　,＊,"19,500","3,251,200","38,260,800",,
262,礁溪,16高＆特高壓電力小計　　,**,"31,928","7,099,422","87,648,967",,
262,礁溪,17電力小計　　　　　　　,**,"38,148","8,139,263","101,369,277",,
262,礁溪,18綜合＆電力小計　　　　,**,"46,700","9,764,524","121,986,621",,
262,礁溪,19電燈＆綜合＆電力小計　,**,"50,012","17,551,840","224,262,131",,
262,礁溪,20臨時電燈　　　　　　　,124,0,"26,353","220,890",,
262,礁溪,21臨時電力　　　　　　　,24,784,"98,531","943,839",,
262,礁溪,22臨時用電小計　　　　　,**,784,"124,884","1,164,729",,
262,礁溪,23總計（含臨時用電）　　,**,"50,012","17,676,724","225,426,860",,
262,礁溪,24表燈合計　　　　　　　,**,"3,312","7,813,669","102,496,400",,
262,礁溪,25綜合＆電力合計　　　　,**,"46,700","9,863,055","122,930,460",,
263,壯圍,1表燈非營業用　　　　,"12,983",146,"2,123,481","37,725,918",,
263,壯圍,2表燈營業用　　　　　　,446,750,"576,276","6,284,991",,
263,壯圍,3表燈小計　　　　　　　,**,896,"2,699,757","44,010,909",,
263,壯圍,4低壓綜合裝置非營業用　,＊,0,0,0,,
263,壯圍,5低壓綜合需量非營業用　,17,857,"124,605","1,626,797",,
263,壯圍,6低壓綜合非營業用電小計,**,857,"124,605","1,626,797",,
263,壯圍,7低壓綜合裝置營業用　　,＊,0,0,0,,
263,壯圍,8低壓綜合需量營業用　　,6,390,"84,043","1,296,634",,
263,壯圍,9低壓綜合營業用電小計　,**,390,"84,043","1,296,634",,
263,壯圍,10低壓綜合用電小計　　　,**,"1,247","208,648","2,923,431",,
263,壯圍,11低壓裝置電力　　　　　,333,"2,611","732,375","8,808,786",,
263,壯圍,12低壓需量電力　　　　　,71,"1,356","265,769","3,911,936",,
263,壯圍,13低壓電力小計　　　　　,**,"3,967","998,144","12,720,722",,
263,壯圍,14高壓電力　　　　　　　,＊,"1,996","648,444","7,832,556",,
263,壯圍,15特高壓電力　　　　　　,＊,0,0,0,,
263,壯圍,16高＆特高壓電力小計　　,**,"1,996","648,444","7,832,556",,
263,壯圍,17電力小計　　　　　　　,**,"5,963","1,646,588","20,553,278",,
263,壯圍,18綜合＆電力小計　　　　,**,"7,210","1,855,236","23,476,709",,
263,壯圍,19電燈＆綜合＆電力小計　,**,"8,106","4,554,993","67,487,618",,
263,壯圍,20臨時電燈　　　　　　　,86,0,"11,972","90,937",,
263,壯圍,21臨時電力　　　　　　　,＊,20,607,"2,301",,
263,壯圍,22臨時用電小計　　　　　,**,20,"12,579","93,238",,
263,壯圍,23總計（含臨時用電）　　,**,"8,106","4,567,572","67,580,856",,
263,壯圍,24表燈合計　　　　　　　,**,896,"2,711,729","44,101,846",,
263,壯圍,25綜合＆電力合計　　　　,**,"7,210","1,855,843","23,479,010",,
264,員山,1表燈非營業用　　　　,"19,107",43,"3,943,471","55,165,070",,
264,員山,2表燈營業用　　　　　　,708,750,"861,281","10,869,254",,
264,員山,3表燈小計　　　　　　　,**,793,"4,804,752","66,034,324",,
264,員山,4低壓綜合裝置非營業用　,＊,0,0,0,,
264,員山,5低壓綜合需量非營業用　,11,643,"91,099","1,174,861",,
264,員山,6低壓綜合非營業用電小計,**,643,"91,099","1,174,861",,
264,員山,7低壓綜合裝置營業用　　,＊,0,0,0,,
264,員山,8低壓綜合需量營業用　　,20,573,"164,226","2,159,623",,
264,員山,9低壓綜合營業用電小計　,**,573,"164,226","2,159,623",,
264,員山,10低壓綜合用電小計　　　,**,"1,216","255,325","3,334,484",,
264,員山,11低壓裝置電力　　　　　,97,"1,016","181,834","3,583,529",,
264,員山,12低壓需量電力　　　　　,108,"2,652","366,891","4,688,370",,
264,員山,13低壓電力小計　　　　　,**,"3,668","548,725","8,271,899",,
264,員山,14高壓電力　　　　　　　,25,"19,549","4,816,452","64,205,278",,
264,員山,15特高壓電力　　　　　　,＊,0,0,0,,
264,員山,16高＆特高壓電力小計　　,**,"19,549","4,816,452","64,205,278",,
264,員山,17電力小計　　　　　　　,**,"23,217","5,365,177","72,477,177",,
264,員山,18綜合＆電力小計　　　　,**,"24,433","5,620,502","75,811,661",,
264,員山,19電燈＆綜合＆電力小計　,**,"25,226","10,425,254","141,845,985",,
264,員山,20臨時電燈　　　　　　　,88,0,"8,664","183,097",,
264,員山,21臨時電力　　　　　　　,＊,174,"15,240","172,080",,
264,員山,22臨時用電小計　　　　　,**,174,"23,904","355,177",,
264,員山,23總計（含臨時用電）　　,**,"25,226","10,449,158","142,201,162",,
264,員山,24表燈合計　　　　　　　,**,793,"4,813,416","66,217,421",,
264,員山,25綜合＆電力合計　　　　,**,"24,433","5,635,742","75,983,741",,
265,羅東,1表燈非營業用　　　　,"37,645",106,"5,691,507","128,142,322",,
265,羅東,2表燈營業用　　　　　　,"4,283","4,682","3,049,450","60,608,695",,
265,羅東,3表燈小計　　　　　　　,**,"4,788","8,740,957","188,751,017",,
265,羅東,4低壓綜合裝置非營業用　,＊,0,0,0,,
265,羅東,5低壓綜合需量非營業用　,85,"3,049","395,007","5,325,299",,
265,羅東,6低壓綜合非營業用電小計,**,"3,049","395,007","5,325,299",,
265,羅東,7低壓綜合裝置營業用　　,＊,43,"3,757","59,837",,
265,羅東,8低壓綜合需量營業用　　,226,"10,974","2,497,423","33,391,330",,
265,羅東,9低壓綜合營業用電小計　,**,"11,017","2,501,180","33,451,167",,
265,羅東,10低壓綜合用電小計　　　,**,"14,066","2,896,187","38,776,466",,
265,羅東,11低壓裝置電力　　　　　,78,579,"54,353","866,272",,
265,羅東,12低壓需量電力　　　　　,38,"1,679","199,690","2,614,247",,
265,羅東,13低壓電力小計　　　　　,**,"2,258","254,043","3,480,519",,
265,羅東,14高壓電力　　　　　　　,21,"8,474","2,448,491","33,475,994",,
265,羅東,15特高壓電力　　　　　　,＊,0,0,0,,
265,羅東,16高＆特高壓電力小計　　,**,"8,474","2,448,491","33,475,994",,
265,羅東,17電力小計　　　　　　　,**,"10,732","2,702,534","36,956,513",,
265,羅東,18綜合＆電力小計　　　　,**,"24,798","5,598,721","75,732,979",,
265,羅東,19電燈＆綜合＆電力小計　,**,"29,586","14,339,678","264,483,996",,
265,羅東,20臨時電燈　　　　　　　,68,0,"2,725","78,521",,
265,羅東,21臨時電力　　　　　　　,＊,406,"52,637","367,001",,
265,羅東,22臨時用電小計　　　　　,**,406,"55,362","445,522",,
265,羅東,23總計（含臨時用電）　　,**,"29,586","14,395,040","264,929,518",,
265,羅東,24表燈合計　　　　　　　,**,"4,788","8,743,682","188,829,538",,
265,羅東,25綜合＆電力合計　　　　,**,"24,798","5,651,358","76,099,980",,
266,三星,1表燈非營業用　　　　,"12,721",73,"3,542,308","37,657,876",,
266,三星,2表燈營業用　　　　　　,529,493,"543,338","7,168,720",,
266,三星,3表燈小計　　　　　　　,**,566,"4,085,646","44,826,596",,
266,三星,4低壓綜合裝置非營業用　,＊,0,0,0,,
266,三星,5低壓綜合需量非營業用　,10,541,"106,302","1,594,464",,
266,三星,6低壓綜合非營業用電小計,**,541,"106,302","1,594,464",,
266,三星,7低壓綜合裝置營業用　　,＊,0,0,0,,
266,三星,8低壓綜合需量營業用　　,11,344,"126,231","1,767,120",,
266,三星,9低壓綜合營業用電小計　,**,344,"126,231","1,767,120",,
266,三星,10低壓綜合用電小計　　　,**,885,"232,533","3,361,584",,
266,三星,11低壓裝置電力　　　　　,82,"1,050","30,691","503,958",,
266,三星,12低壓需量電力　　　　　,48,"1,371","159,265","2,299,583",,
266,三星,13低壓電力小計　　　　　,**,"2,421","189,956","2,803,541",,
266,三星,14高壓電力　　　　　　　,23,"12,231","1,842,068","22,213,988",,
266,三星,15特高壓電力　　　　　　,＊,0,0,0,,
266,三星,16高＆特高壓電力小計　　,**,"12,231","1,842,068","22,213,988",,
266,三星,17電力小計　　　　　　　,**,"14,652","2,032,024","25,017,529",,
266,三星,18綜合＆電力小計　　　　,**,"15,537","2,264,557","28,379,113",,
266,三星,19電燈＆綜合＆電力小計　,**,"16,103","6,350,203","73,205,709",,
266,三星,20臨時電燈　　　　　　　,104,0,"13,859","75,088",,
266,三星,21臨時電力　　　　　　　,＊,5,681,"2,791",,
266,三星,22臨時用電小計　　　　　,**,5,"14,540","77,879",,
266,三星,23總計（含臨時用電）　　,**,"16,103","6,364,743","73,283,588",,
266,三星,24表燈合計　　　　　　　,**,566,"4,099,505","44,901,684",,
266,三星,25綜合＆電力合計　　　　,**,"15,537","2,265,238","28,381,904",,
267,大同,1表燈非營業用　　　　,"2,145",5,"361,467","6,747,389",,
267,大同,2表燈營業用　　　　　　,171,271,"164,163","2,784,082",,
267,大同,3表燈小計　　　　　　　,**,276,"525,630","9,531,471",,
267,大同,4低壓綜合裝置非營業用　,＊,0,0,0,,
267,大同,5低壓綜合需量非營業用　,＊,139,"15,520","267,320",,
267,大同,6低壓綜合非營業用電小計,**,139,"15,520","267,320",,
267,大同,7低壓綜合裝置營業用　　,＊,0,0,0,,
267,大同,8低壓綜合需量營業用　　,7,207,"62,586","778,987",,
267,大同,9低壓綜合營業用電小計　,**,207,"62,586","778,987",,
267,大同,10低壓綜合用電小計　　　,**,346,"78,106","1,046,307",,
267,大同,11低壓裝置電力　　　　　,7,69,"6,466","121,224",,
267,大同,12低壓需量電力　　　　　,10,95,"12,267","132,657",,
267,大同,13低壓電力小計　　　　　,**,164,"18,733","253,881",,
267,大同,14高壓電力　　　　　　　,＊,681,"179,460","2,119,418",,
267,大同,15特高壓電力　　　　　　,＊,0,0,0,,
267,大同,16高＆特高壓電力小計　　,**,681,"179,460","2,119,418",,
267,大同,17電力小計　　　　　　　,**,845,"198,193","2,373,299",,
267,大同,18綜合＆電力小計　　　　,**,"1,191","276,299","3,419,606",,
267,大同,19電燈＆綜合＆電力小計　,**,"1,467","801,929","12,951,077",,
267,大同,20臨時電燈　　　　　　　,＊,0,404,"9,755",,
267,大同,21臨時電力　　　　　　　,＊,0,0,0,,
267,大同,22臨時用電小計　　　　　,**,0,404,"9,755",,
267,大同,23總計（含臨時用電）　　,**,"1,467","802,333","12,960,832",,
267,大同,24表燈合計　　　　　　　,**,276,"526,034","9,541,226",,
267,大同,25綜合＆電力合計　　　　,**,"1,191","276,299","3,419,606",,
268,五結,1表燈非營業用　　　　,"23,722",70,"6,009,833","70,026,812",,
268,五結,2表燈營業用　　　　　　,"1,504","1,443","1,634,023","20,339,158",,
268,五結,3表燈小計　　　　　　　,**,"1,513","7,643,856","90,365,970",,
268,五結,4低壓綜合裝置非營業用　,＊,0,0,0,,
268,五結,5低壓綜合需量非營業用　,26,"1,261","153,321","2,284,910",,
268,五結,6低壓綜合非營業用電小計,**,"1,261","153,321","2,284,910",,
268,五結,7低壓綜合裝置營業用　　,＊,0,0,0,,
268,五結,8低壓綜合需量營業用　　,47,"2,636","491,754","7,129,140",,
268,五結,9低壓綜合營業用電小計　,**,"2,636","491,754","7,129,140",,
268,五結,10低壓綜合用電小計　　　,**,"3,897","645,075","9,414,050",,
268,五結,11低壓裝置電力　　　　　,292,"2,384","292,356","4,756,376",,
268,五結,12低壓需量電力　　　　　,189,"8,027","1,124,265","14,412,905",,
268,五結,13低壓電力小計　　　　　,**,"10,411","1,416,621","19,169,281",,
268,五結,14高壓電力　　　　　　　,60,"36,094","14,415,932","164,853,315",,
268,五結,15特高壓電力　　　　　　,＊,"5,600","2,834,000","32,545,200",,
268,五結,16高＆特高壓電力小計　　,**,"41,694","17,249,932","197,398,515",,
268,五結,17電力小計　　　　　　　,**,"52,105","18,666,553","216,567,796",,
268,五結,18綜合＆電力小計　　　　,**,"56,002","19,311,628","225,981,846",,
268,五結,19電燈＆綜合＆電力小計　,**,"57,515","26,955,484","316,347,816",,
268,五結,20臨時電燈　　　　　　　,109,0,"12,819","216,149",,
268,五結,21臨時電力　　　　　　　,13,640,"78,214","580,726",,
268,五結,22臨時用電小計　　　　　,**,640,"91,033","796,875",,
268,五結,23總計（含臨時用電）　　,**,"57,515","27,046,517","317,144,691",,
268,五結,24表燈合計　　　　　　　,**,"1,513","7,656,675","90,582,119",,
268,五結,25綜合＆電力合計　　　　,**,"56,002","19,389,842","226,562,572",,
269,冬山,1表燈非營業用　　　　,"29,792",76,"9,428,333","93,139,579",,
269,冬山,2表燈營業用　　　　　　,"1,821","1,327","2,052,035","22,027,581",,
269,冬山,3表燈小計　　　　　　　,**,"1,403","11,480,368","115,167,160",,
269,冬山,4低壓綜合裝置非營業用　,＊,0,0,0,,
269,冬山,5低壓綜合需量非營業用　,19,984,"123,889","1,747,599",,
269,冬山,6低壓綜合非營業用電小計,**,984,"123,889","1,747,599",,
269,冬山,7低壓綜合裝置營業用　　,＊,0,0,0,,
269,冬山,8低壓綜合需量營業用　　,32,"1,755","470,285","6,291,350",,
269,冬山,9低壓綜合營業用電小計　,**,"1,755","470,285","6,291,350",,
269,冬山,10低壓綜合用電小計　　　,**,"2,739","594,174","8,038,949",,
269,冬山,11低壓裝置電力　　　　　,134,"1,419","213,607","5,397,662",,
269,冬山,12低壓需量電力　　　　　,247,"10,962","1,318,804","18,867,054",,
269,冬山,13低壓電力小計　　　　　,**,"12,381","1,532,411","24,264,716",,
269,冬山,14高壓電力　　　　　　　,88,"59,242","19,521,064","240,208,844",,
269,冬山,15特高壓電力　　　　　　,＊,"20,750","11,864,400","131,269,200",,
269,冬山,16高＆特高壓電力小計　　,**,"79,992","31,385,464","371,478,044",,
269,冬山,17電力小計　　　　　　　,**,"92,373","32,917,875","395,742,760",,
269,冬山,18綜合＆電力小計　　　　,**,"95,112","33,512,049","403,781,709",,
269,冬山,19電燈＆綜合＆電力小計　,**,"96,515","44,992,417","518,948,869",,
269,冬山,20臨時電燈　　　　　　　,130,0,"24,234","201,081",,
269,冬山,21臨時電力　　　　　　　,＊,60,"4,015","37,824",,
269,冬山,22臨時用電小計　　　　　,**,60,"28,249","238,905",,
269,冬山,23總計（含臨時用電）　　,**,"96,515","45,020,666","519,187,774",,
269,冬山,24表燈合計　　　　　　　,**,"1,403","11,504,602","115,368,241",,
269,冬山,25綜合＆電力合計　　　　,**,"95,112","33,516,064","403,819,533",,
270,蘇澳,1表燈非營業用　　　　,"21,963",87,"3,932,592","66,206,710",,
270,蘇澳,2表燈營業用　　　　　　,"1,462","1,550","1,172,180","17,700,101",,
270,蘇澳,3表燈小計　　　　　　　,**,"1,637","5,104,772","83,906,811",,
270,蘇澳,4低壓綜合裝置非營業用　,＊,0,0,0,,
270,蘇澳,5低壓綜合需量非營業用　,33,"1,505","349,710","4,794,387",,
270,蘇澳,6低壓綜合非營業用電小計,**,"1,505","349,710","4,794,387",,
270,蘇澳,7低壓綜合裝置營業用　　,＊,0,0,0,,
270,蘇澳,8低壓綜合需量營業用　　,65,"2,972","544,884","7,645,277",,
270,蘇澳,9低壓綜合營業用電小計　,**,"2,972","544,884","7,645,277",,
270,蘇澳,10低壓綜合用電小計　　　,**,"4,477","894,594","12,439,664",,
270,蘇澳,11低壓裝置電力　　　　　,133,"1,290","254,306","3,852,833",,
270,蘇澳,12低壓需量電力　　　　　,178,"8,994","1,149,202","15,119,843",,
270,蘇澳,13低壓電力小計　　　　　,**,"10,284","1,403,508","18,972,676",,
270,蘇澳,14高壓電力　　　　　　　,108,"64,277","20,058,843","243,964,053",,
270,蘇澳,15特高壓電力　　　　　　,＊,"74,690","44,840,400","540,039,800",,
270,蘇澳,16高＆特高壓電力小計　　,**,"138,967","64,899,243","784,003,853",,
270,蘇澳,17電力小計　　　　　　　,**,"149,251","66,302,751","802,976,529",,
270,蘇澳,18綜合＆電力小計　　　　,**,"153,728","67,197,345","815,416,193",,
270,蘇澳,19電燈＆綜合＆電力小計　,**,"155,365","72,302,117","899,323,004",,
270,蘇澳,20臨時電燈　　　　　　　,35,0,"9,212","305,402",,
270,蘇澳,21臨時電力　　　　　　　,10,"1,622","279,700","3,191,196",,
270,蘇澳,22臨時用電小計　　　　　,**,"1,622","288,912","3,496,598",,
270,蘇澳,23總計（含臨時用電）　　,**,"155,365","72,591,029","902,819,602",,
270,蘇澳,24表燈合計　　　　　　　,**,"1,637","5,113,984","84,212,213",,
270,蘇澳,25綜合＆電力合計　　　　,**,"153,728","67,477,045","818,607,389",,
272,南澳,1表燈非營業用　　　　,"1,803",0,"636,217","7,689,374",,
272,南澳,2表燈營業用　　　　　　,108,199,"114,169","1,534,618",,
272,南澳,3表燈小計　　　　　　　,**,199,"750,386","9,223,992",,
272,南澳,4低壓綜合裝置非營業用　,＊,0,0,0,,
272,南澳,5低壓綜合需量非營業用　,6,310,"73,680","938,000",,
272,南澳,6低壓綜合非營業用電小計,**,310,"73,680","938,000",,
272,南澳,7低壓綜合裝置營業用　　,＊,0,0,0,,
272,南澳,8低壓綜合需量營業用　　,＊,48,"23,656","301,018",,
272,南澳,9低壓綜合營業用電小計　,**,48,"23,656","301,018",,
272,南澳,10低壓綜合用電小計　　　,**,358,"97,336","1,239,018",,
272,南澳,11低壓裝置電力　　　　　,10,101,"20,651","283,522",,
272,南澳,12低壓需量電力　　　　　,29,"1,026","127,540","1,226,520",,
272,南澳,13低壓電力小計　　　　　,**,"1,127","148,191","1,510,042",,
272,南澳,14高壓電力　　　　　　　,＊,950,"180,540","2,001,940",,
272,南澳,15特高壓電力　　　　　　,＊,"15,600","7,982,400","92,781,600",,
272,南澳,16高＆特高壓電力小計　　,**,"16,550","8,162,940","94,783,540",,
272,南澳,17電力小計　　　　　　　,**,"17,677","8,311,131","96,293,582",,
272,南澳,18綜合＆電力小計　　　　,**,"18,035","8,408,467","97,532,600",,
272,南澳,19電燈＆綜合＆電力小計　,**,"18,234","9,158,853","106,756,592",,
272,南澳,20臨時電燈　　　　　　　,7,0,"6,033","92,958",,
272,南澳,21臨時電力　　　　　　　,21,"5,981","2,185,932","25,803,327",,
272,南澳,22臨時用電小計　　　　　,**,"5,981","2,191,965","25,896,285",,
272,南澳,23總計（含臨時用電）　　,**,"18,234","11,350,818","132,652,877",,
272,南澳,24表燈合計　　　　　　　,**,199,"756,419","9,316,950",,
272,南澳,25綜合＆電力合計　　　　,**,"18,035","10,594,399","123,335,927",,
290,中山區,1表燈非營業用　　　　,＊,0,0,0,,
290,中山區,2表燈營業用　　　　　　,＊,0,0,0,,
290,中山區,3表燈小計　　　　　　　,**,0,0,0,,
290,中山區,4低壓綜合裝置非營業用　,＊,0,0,0,,
290,中山區,5低壓綜合需量非營業用　,＊,0,0,0,,
290,中山區,6低壓綜合非營業用電小計,**,0,0,0,,
290,中山區,7低壓綜合裝置營業用　　,＊,0,0,0,,
290,中山區,8低壓綜合需量營業用　　,＊,0,0,0,,
290,中山區,9低壓綜合營業用電小計　,**,0,0,0,,
290,中山區,10低壓綜合用電小計　　　,**,0,0,0,,
290,中山區,11低壓裝置電力　　　　　,＊,0,0,0,,
290,中山區,12低壓需量電力　　　　　,＊,0,0,0,,
290,中山區,13低壓電力小計　　　　　,**,0,0,0,,
290,中山區,14高壓電力　　　　　　　,＊,0,0,0,,
290,中山區,15特高壓電力　　　　　　,＊,0,0,0,,
290,中山區,16高＆特高壓電力小計　　,**,0,0,0,,
290,中山區,17電力小計　　　　　　　,**,0,0,0,,
290,中山區,18綜合＆電力小計　　　　,**,0,0,0,,
290,中山區,19電燈＆綜合＆電力小計　,**,0,0,0,,
290,中山區,20臨時電燈　　　　　　　,＊,0,0,0,,
290,中山區,21臨時電力　　　　　　　,＊,0,0,0,,
290,中山區,22臨時用電小計　　　　　,**,0,0,0,,
290,中山區,23總計（含臨時用電）　　,**,0,0,0,,
290,中山區,24表燈合計　　　　　　　,**,0,0,0,,
290,中山區,25綜合＆電力合計　　　　,**,0,0,0,,
300,新竹市,1表燈非營業用　　　　,"225,441","1,519","56,472,034","873,756,581",,
300,新竹市,2表燈營業用　　　　　　,"16,584","20,522","22,468,263","299,943,335",,
300,新竹市,3表燈小計　　　　　　　,**,"22,041","78,940,297","1,173,699,916",,
300,新竹市,4低壓綜合裝置非營業用　,＊,0,0,0,,
300,新竹市,5低壓綜合需量非營業用　,"1,032","41,031","6,794,273","87,530,614",,
300,新竹市,6低壓綜合非營業用電小計,**,"41,031","6,794,273","87,530,614",,
300,新竹市,7低壓綜合裝置營業用　　,＊,108,"10,541","122,612",,
300,新竹市,8低壓綜合需量營業用　　,"1,401","56,512","12,282,500","158,902,355",,
300,新竹市,9低壓綜合營業用電小計　,**,"56,620","12,293,041","159,024,967",,
300,新竹市,10低壓綜合用電小計　　　,**,"97,651","19,087,314","246,555,581",,
300,新竹市,11低壓裝置電力　　　　　,395,"3,274","297,536","4,376,358",,
300,新竹市,12低壓需量電力　　　　　,"1,254","53,150","10,263,811","134,158,498",,
300,新竹市,13低壓電力小計　　　　　,**,"56,424","10,561,347","138,534,856",,
300,新竹市,14高壓電力　　　　　　　,462,"512,587","222,654,769","2,863,632,039",,
300,新竹市,15特高壓電力　　　　　　,20,"550,332","359,401,657","4,448,032,508",,
300,新竹市,16高＆特高壓電力小計　　,**,"1,062,919","582,056,426","7,311,664,547",,
300,新竹市,17電力小計　　　　　　　,**,"1,119,343","592,617,773","7,450,199,403",,
300,新竹市,18綜合＆電力小計　　　　,**,"1,216,994","611,705,087","7,696,754,984",,
300,新竹市,19電燈＆綜合＆電力小計　,**,"1,239,035","690,645,384","8,870,454,900",,
300,新竹市,20臨時電燈　　　　　　　,313,0,"59,749","1,324,978",,
300,新竹市,21臨時電力　　　　　　　,71,"4,418","588,458","11,359,345",,
300,新竹市,22臨時用電小計　　　　　,**,"4,418","648,207","12,684,323",,
300,新竹市,23總計（含臨時用電）　　,**,"1,239,035","691,293,591","8,883,139,223",,
300,新竹市,24表燈合計　　　　　　　,**,"22,041","79,000,046","1,175,024,894",,
300,新竹市,25綜合＆電力合計　　　　,**,"1,216,994","612,293,545","7,708,114,329",,
302,竹北,1表燈非營業用　　　　,"97,374",612,"27,988,277","367,730,718",,
302,竹北,2表燈營業用　　　　　　,"6,873","11,874","12,954,108","142,788,359",,
302,竹北,3表燈小計　　　　　　　,**,"12,486","40,942,385","510,519,077",,
302,竹北,4低壓綜合裝置非營業用　,＊,0,0,0,,
302,竹北,5低壓綜合需量非營業用　,515,"28,559","4,363,869","55,361,661",,
302,竹北,6低壓綜合非營業用電小計,**,"28,559","4,363,869","55,361,661",,
302,竹北,7低壓綜合裝置營業用　　,＊,0,0,0,,
302,竹北,8低壓綜合需量營業用　　,970,"47,609","9,822,365","124,266,092",,
302,竹北,9低壓綜合營業用電小計　,**,"47,609","9,822,365","124,266,092",,
302,竹北,10低壓綜合用電小計　　　,**,"76,168","14,186,234","179,627,753",,
302,竹北,11低壓裝置電力　　　　　,32,323,"33,550","461,235",,
302,竹北,12低壓需量電力　　　　　,364,"21,432","4,119,998","53,856,725",,
302,竹北,13低壓電力小計　　　　　,**,"21,755","4,153,548","54,317,960",,
302,竹北,14高壓電力　　　　　　　,129,"97,622","40,586,744","491,797,432",,
302,竹北,15特高壓電力　　　　　　,＊,"22,100","11,821,800","158,788,800",,
302,竹北,16高＆特高壓電力小計　　,**,"119,722","52,408,544","650,586,232",,
302,竹北,17電力小計　　　　　　　,**,"141,477","56,562,092","704,904,192",,
302,竹北,18綜合＆電力小計　　　　,**,"217,645","70,748,326","884,531,945",,
302,竹北,19電燈＆綜合＆電力小計　,**,"230,131","111,690,711","1,395,051,022",,
302,竹北,20臨時電燈　　　　　　　,197,0,"55,415","688,874",,
302,竹北,21臨時電力　　　　　　　,110,"7,956","1,178,520","15,430,529",,
302,竹北,22臨時用電小計　　　　　,**,"7,956","1,233,935","16,119,403",,
302,竹北,23總計（含臨時用電）　　,**,"230,131","112,924,646","1,411,170,425",,
302,竹北,24表燈合計　　　　　　　,**,"12,486","40,997,800","511,207,951",,
302,竹北,25綜合＆電力合計　　　　,**,"217,645","71,926,846","899,962,474",,
303,湖口,1表燈非營業用　　　　,"41,033",274,"9,563,352","150,274,246",,
303,湖口,2表燈營業用　　　　　　,"3,084","2,644","3,159,166","45,634,360",,
303,湖口,3表燈小計　　　　　　　,**,"2,918","12,722,518","195,908,606",,
303,湖口,4低壓綜合裝置非營業用　,＊,0,0,0,,
303,湖口,5低壓綜合需量非營業用　,50,"3,018","391,330","5,287,237",,
303,湖口,6低壓綜合非營業用電小計,**,"3,018","391,330","5,287,237",,
303,湖口,7低壓綜合裝置營業用　　,＊,0,0,0,,
303,湖口,8低壓綜合需量營業用　　,105,"4,509","1,063,112","13,485,865",,
303,湖口,9低壓綜合營業用電小計　,**,"4,509","1,063,112","13,485,865",,
303,湖口,10低壓綜合用電小計　　　,**,"7,527","1,454,442","18,773,102",,
303,湖口,11低壓裝置電力　　　　　,27,306,"16,904","259,497",,
303,湖口,12低壓需量電力　　　　　,246,"15,676","3,010,310","37,643,556",,
303,湖口,13低壓電力小計　　　　　,**,"15,982","3,027,214","37,903,053",,
303,湖口,14高壓電力　　　　　　　,327,"374,806","175,793,210","2,137,460,463",,
303,湖口,15特高壓電力　　　　　　,15,"100,835","49,276,192","640,136,771",,
303,湖口,16高＆特高壓電力小計　　,**,"475,641","225,069,402","2,777,597,234",,
303,湖口,17電力小計　　　　　　　,**,"491,623","228,096,616","2,815,500,287",,
303,湖口,18綜合＆電力小計　　　　,**,"499,150","229,551,058","2,834,273,389",,
303,湖口,19電燈＆綜合＆電力小計　,**,"502,068","242,273,576","3,030,181,995",,
303,湖口,20臨時電燈　　　　　　　,140,0,"36,929","526,279",,
303,湖口,21臨時電力　　　　　　　,＊,220,"30,960","2,384,440",,
303,湖口,22臨時用電小計　　　　　,**,220,"67,889","2,910,719",,
303,湖口,23總計（含臨時用電）　　,**,"502,068","242,341,465","3,033,092,714",,
303,湖口,24表燈合計　　　　　　　,**,"2,918","12,759,447","196,434,885",,
303,湖口,25綜合＆電力合計　　　　,**,"499,150","229,582,018","2,836,657,829",,
304,新豐,1表燈非營業用　　　　,"28,030",90,"12,288,645","103,228,018",,
304,新豐,2表燈營業用　　　　　　,"1,896","1,921","4,087,277","32,129,382",,
304,新豐,3表燈小計　　　　　　　,**,"2,011","16,375,922","135,357,400",,
304,新豐,4低壓綜合裝置非營業用　,＊,0,0,0,,
304,新豐,5低壓綜合需量非營業用　,34,"1,399","234,133","2,941,004",,
304,新豐,6低壓綜合非營業用電小計,**,"1,399","234,133","2,941,004",,
304,新豐,7低壓綜合裝置營業用　　,＊,0,0,0,,
304,新豐,8低壓綜合需量營業用　　,70,"3,308","731,568","9,627,883",,
304,新豐,9低壓綜合營業用電小計　,**,"3,308","731,568","9,627,883",,
304,新豐,10低壓綜合用電小計　　　,**,"4,707","965,701","12,568,887",,
304,新豐,11低壓裝置電力　　　　　,23,321,"20,908","270,748",,
304,新豐,12低壓需量電力　　　　　,152,"10,046","1,935,367","23,478,014",,
304,新豐,13低壓電力小計　　　　　,**,"10,367","1,956,275","23,748,762",,
304,新豐,14高壓電力　　　　　　　,65,"52,992","16,661,459","204,178,734",,
304,新豐,15特高壓電力　　　　　　,＊,"29,450","16,565,200","208,896,800",,
