郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月),售電度數(當年累計),,當月：104年12月，當年累計：104年1~12月
304,新豐,16高＆特高壓電力小計　　,**,"82,442","33,226,659","413,075,534",,
304,新豐,17電力小計　　　　　　　,**,"92,809","35,182,934","436,824,296",,
304,新豐,18綜合＆電力小計　　　　,**,"97,516","36,148,635","449,393,183",,
304,新豐,19電燈＆綜合＆電力小計　,**,"99,527","52,524,557","584,750,583",,
304,新豐,20臨時電燈　　　　　　　,89,0,"40,881","348,835",,
304,新豐,21臨時電力　　　　　　　,8,339,"24,560","532,406",,
304,新豐,22臨時用電小計　　　　　,**,339,"65,441","881,241",,
304,新豐,23總計（含臨時用電）　　,**,"99,527","52,589,998","585,631,824",,
304,新豐,24表燈合計　　　　　　　,**,"2,011","16,416,803","135,706,235",,
304,新豐,25綜合＆電力合計　　　　,**,"97,516","36,173,195","449,925,589",,
305,新埔,1表燈非營業用　　　　,"17,596",39,"4,296,614","59,502,914",,
305,新埔,2表燈營業用　　　　　　,796,633,"793,492","11,141,032",,
305,新埔,3表燈小計　　　　　　　,**,672,"5,090,106","70,643,946",,
305,新埔,4低壓綜合裝置非營業用　,＊,0,0,0,,
305,新埔,5低壓綜合需量非營業用　,14,638,"62,240","806,121",,
305,新埔,6低壓綜合非營業用電小計,**,638,"62,240","806,121",,
305,新埔,7低壓綜合裝置營業用　　,＊,0,0,0,,
305,新埔,8低壓綜合需量營業用　　,25,"1,152","310,893","3,966,912",,
305,新埔,9低壓綜合營業用電小計　,**,"1,152","310,893","3,966,912",,
305,新埔,10低壓綜合用電小計　　　,**,"1,790","373,133","4,773,033",,
305,新埔,11低壓裝置電力　　　　　,28,318,"79,402","1,067,733",,
305,新埔,12低壓需量電力　　　　　,78,"2,943","454,931","5,689,952",,
305,新埔,13低壓電力小計　　　　　,**,"3,261","534,333","6,757,685",,
305,新埔,14高壓電力　　　　　　　,34,"31,670","14,269,900","180,319,760",,
305,新埔,15特高壓電力　　　　　　,＊,"54,000","128,664,000","493,416,000",,
305,新埔,16高＆特高壓電力小計　　,**,"85,670","142,933,900","673,735,760",,
305,新埔,17電力小計　　　　　　　,**,"88,931","143,468,233","680,493,445",,
305,新埔,18綜合＆電力小計　　　　,**,"90,721","143,841,366","685,266,478",,
305,新埔,19電燈＆綜合＆電力小計　,**,"91,393","148,931,472","755,910,424",,
305,新埔,20臨時電燈　　　　　　　,23,0,"14,141","122,095",,
305,新埔,21臨時電力　　　　　　　,＊,81,"10,520","153,880",,
305,新埔,22臨時用電小計　　　　　,**,81,"24,661","275,975",,
305,新埔,23總計（含臨時用電）　　,**,"91,393","148,956,133","756,186,399",,
305,新埔,24表燈合計　　　　　　　,**,672,"5,104,247","70,766,041",,
305,新埔,25綜合＆電力合計　　　　,**,"90,721","143,851,886","685,420,358",,
306,關西,1表燈非營業用　　　　,"14,188",116,"2,698,310","46,411,129",,
306,關西,2表燈營業用　　　　　　,622,643,"511,576","8,668,291",,
306,關西,3表燈小計　　　　　　　,**,759,"3,209,886","55,079,420",,
306,關西,4低壓綜合裝置非營業用　,＊,0,0,0,,
306,關西,5低壓綜合需量非營業用　,7,321,"40,500","592,552",,
306,關西,6低壓綜合非營業用電小計,**,321,"40,500","592,552",,
306,關西,7低壓綜合裝置營業用　　,＊,0,0,0,,
306,關西,8低壓綜合需量營業用　　,31,"1,335","307,073","4,061,454",,
306,關西,9低壓綜合營業用電小計　,**,"1,335","307,073","4,061,454",,
306,關西,10低壓綜合用電小計　　　,**,"1,656","347,573","4,654,006",,
306,關西,11低壓裝置電力　　　　　,31,466,"54,121","728,539",,
306,關西,12低壓需量電力　　　　　,61,"3,214","431,367","5,217,609",,
306,關西,13低壓電力小計　　　　　,**,"3,680","485,488","5,946,148",,
306,關西,14高壓電力　　　　　　　,27,"12,800","4,328,124","53,189,559",,
306,關西,15特高壓電力　　　　　　,＊,"10,400","1,790,400","25,504,000",,
306,關西,16高＆特高壓電力小計　　,**,"23,200","6,118,524","78,693,559",,
306,關西,17電力小計　　　　　　　,**,"26,880","6,604,012","84,639,707",,
306,關西,18綜合＆電力小計　　　　,**,"28,536","6,951,585","89,293,713",,
306,關西,19電燈＆綜合＆電力小計　,**,"29,295","10,161,471","144,373,133",,
306,關西,20臨時電燈　　　　　　　,9,0,"3,074","32,519",,
306,關西,21臨時電力　　　　　　　,＊,193,"11,557","109,424",,
306,關西,22臨時用電小計　　　　　,**,193,"14,631","141,943",,
306,關西,23總計（含臨時用電）　　,**,"29,295","10,176,102","144,515,076",,
306,關西,24表燈合計　　　　　　　,**,759,"3,212,960","55,111,939",,
306,關西,25綜合＆電力合計　　　　,**,"28,536","6,963,142","89,403,137",,
307,芎林,1表燈非營業用　　　　,"10,686",31,"3,091,981","36,901,339",,
307,芎林,2表燈營業用　　　　　　,440,486,"610,352","8,359,957",,
307,芎林,3表燈小計　　　　　　　,**,517,"3,702,333","45,261,296",,
307,芎林,4低壓綜合裝置非營業用　,＊,0,0,0,,
307,芎林,5低壓綜合需量非營業用　,7,336,"48,606","586,735",,
307,芎林,6低壓綜合非營業用電小計,**,336,"48,606","586,735",,
307,芎林,7低壓綜合裝置營業用　　,＊,0,0,0,,
307,芎林,8低壓綜合需量營業用　　,19,538,"113,230","1,369,528",,
307,芎林,9低壓綜合營業用電小計　,**,538,"113,230","1,369,528",,
307,芎林,10低壓綜合用電小計　　　,**,874,"161,836","1,956,263",,
307,芎林,11低壓裝置電力　　　　　,9,142,"51,847","621,826",,
307,芎林,12低壓需量電力　　　　　,29,"1,248","238,666","2,953,939",,
307,芎林,13低壓電力小計　　　　　,**,"1,390","290,513","3,575,765",,
307,芎林,14高壓電力　　　　　　　,24,"15,749","5,329,020","71,211,880",,
307,芎林,15特高壓電力　　　　　　,＊,0,0,0,,
307,芎林,16高＆特高壓電力小計　　,**,"15,749","5,329,020","71,211,880",,
307,芎林,17電力小計　　　　　　　,**,"17,139","5,619,533","74,787,645",,
307,芎林,18綜合＆電力小計　　　　,**,"18,013","5,781,369","76,743,908",,
307,芎林,19電燈＆綜合＆電力小計　,**,"18,530","9,483,702","122,005,204",,
307,芎林,20臨時電燈　　　　　　　,35,0,"21,992","162,565",,
307,芎林,21臨時電力　　　　　　　,＊,99,"2,640","30,543",,
307,芎林,22臨時用電小計　　　　　,**,99,"24,632","193,108",,
307,芎林,23總計（含臨時用電）　　,**,"18,530","9,508,334","122,198,312",,
307,芎林,24表燈合計　　　　　　　,**,517,"3,724,325","45,423,861",,
307,芎林,25綜合＆電力合計　　　　,**,"18,013","5,784,009","76,774,451",,
308,寶山,1表燈非營業用　　　　,"8,801",51,"2,468,513","31,947,246",,
308,寶山,2表燈營業用　　　　　　,373,353,"610,036","7,389,065",,
308,寶山,3表燈小計　　　　　　　,**,404,"3,078,549","39,336,311",,
308,寶山,4低壓綜合裝置非營業用　,＊,0,0,0,,
308,寶山,5低壓綜合需量非營業用　,17,756,"108,920","1,162,603",,
308,寶山,6低壓綜合非營業用電小計,**,756,"108,920","1,162,603",,
308,寶山,7低壓綜合裝置營業用　　,＊,0,0,0,,
308,寶山,8低壓綜合需量營業用　　,17,846,"170,378","2,091,579",,
308,寶山,9低壓綜合營業用電小計　,**,846,"170,378","2,091,579",,
308,寶山,10低壓綜合用電小計　　　,**,"1,602","279,298","3,254,182",,
308,寶山,11低壓裝置電力　　　　　,7,28,"1,121","24,645",,
308,寶山,12低壓需量電力　　　　　,56,"3,305","636,673","8,761,492",,
308,寶山,13低壓電力小計　　　　　,**,"3,333","637,794","8,786,137",,
308,寶山,14高壓電力　　　　　　　,28,"66,237","36,731,500","461,680,720",,
308,寶山,15特高壓電力　　　　　　,9,"369,500","248,085,040","2,870,001,440",,
308,寶山,16高＆特高壓電力小計　　,**,"435,737","284,816,540","3,331,682,160",,
308,寶山,17電力小計　　　　　　　,**,"439,070","285,454,334","3,340,468,297",,
308,寶山,18綜合＆電力小計　　　　,**,"440,672","285,733,632","3,343,722,479",,
308,寶山,19電燈＆綜合＆電力小計　,**,"441,076","288,812,181","3,383,058,790",,
308,寶山,20臨時電燈　　　　　　　,28,0,"14,463","87,831",,
308,寶山,21臨時電力　　　　　　　,＊,455,"58,040","9,590,360",,
308,寶山,22臨時用電小計　　　　　,**,455,"72,503","9,678,191",,
308,寶山,23總計（含臨時用電）　　,**,"441,076","288,884,684","3,392,736,981",,
308,寶山,24表燈合計　　　　　　　,**,404,"3,093,012","39,424,142",,
308,寶山,25綜合＆電力合計　　　　,**,"440,672","285,791,672","3,353,312,839",,
310,竹東,1表燈非營業用　　　　,"45,807",415,"10,372,451","158,275,825",,
310,竹東,2表燈營業用　　　　　　,"2,741","3,033","3,546,640","38,720,725",,
310,竹東,3表燈小計　　　　　　　,**,"3,448","13,919,091","196,996,550",,
310,竹東,4低壓綜合裝置非營業用　,＊,0,0,0,,
310,竹東,5低壓綜合需量非營業用　,107,"3,294","524,087","6,243,919",,
310,竹東,6低壓綜合非營業用電小計,**,"3,294","524,087","6,243,919",,
310,竹東,7低壓綜合裝置營業用　　,＊,0,0,0,,
310,竹東,8低壓綜合需量營業用　　,107,"4,322","890,670","11,648,970",,
310,竹東,9低壓綜合營業用電小計　,**,"4,322","890,670","11,648,970",,
310,竹東,10低壓綜合用電小計　　　,**,"7,616","1,414,757","17,892,889",,
310,竹東,11低壓裝置電力　　　　　,34,407,"39,213","535,694",,
310,竹東,12低壓需量電力　　　　　,115,"6,180","1,123,776","14,816,134",,
310,竹東,13低壓電力小計　　　　　,**,"6,587","1,162,989","15,351,828",,
310,竹東,14高壓電力　　　　　　　,47,"31,235","12,571,380","151,608,020",,
310,竹東,15特高壓電力　　　　　　,＊,"16,650","6,878,400","116,111,600",,
310,竹東,16高＆特高壓電力小計　　,**,"47,885","19,449,780","267,719,620",,
310,竹東,17電力小計　　　　　　　,**,"54,472","20,612,769","283,071,448",,
310,竹東,18綜合＆電力小計　　　　,**,"62,088","22,027,526","300,964,337",,
310,竹東,19電燈＆綜合＆電力小計　,**,"65,536","35,946,617","497,960,887",,
310,竹東,20臨時電燈　　　　　　　,51,0,"31,441","357,660",,
310,竹東,21臨時電力　　　　　　　,11,841,"97,220","1,839,483",,
310,竹東,22臨時用電小計　　　　　,**,841,"128,661","2,197,143",,
310,竹東,23總計（含臨時用電）　　,**,"65,536","36,075,278","500,158,030",,
310,竹東,24表燈合計　　　　　　　,**,"3,448","13,950,532","197,354,210",,
310,竹東,25綜合＆電力合計　　　　,**,"62,088","22,124,746","302,803,820",,
311,五峰,1表燈非營業用　　　　,"1,771",60,"363,235","4,523,695",,
311,五峰,2表燈營業用　　　　　　,68,85,"94,024","1,004,977",,
311,五峰,3表燈小計　　　　　　　,**,145,"457,259","5,528,672",,
311,五峰,4低壓綜合裝置非營業用　,＊,0,0,0,,
311,五峰,5低壓綜合需量非營業用　,＊,98,"32,320","348,080",,
311,五峰,6低壓綜合非營業用電小計,**,98,"32,320","348,080",,
311,五峰,7低壓綜合裝置營業用　　,＊,0,0,0,,
311,五峰,8低壓綜合需量營業用　　,＊,10,"5,089","67,577",,
311,五峰,9低壓綜合營業用電小計　,**,10,"5,089","67,577",,
311,五峰,10低壓綜合用電小計　　　,**,108,"37,409","415,657",,
311,五峰,11低壓裝置電力　　　　　,＊,20,956,"6,533",,
311,五峰,12低壓需量電力　　　　　,＊,132,"5,980","89,651",,
311,五峰,13低壓電力小計　　　　　,**,152,"6,936","96,184",,
311,五峰,14高壓電力　　　　　　　,＊,120,"85,120","870,600",,
311,五峰,15特高壓電力　　　　　　,＊,0,0,0,,
311,五峰,16高＆特高壓電力小計　　,**,120,"85,120","870,600",,
311,五峰,17電力小計　　　　　　　,**,272,"92,056","966,784",,
311,五峰,18綜合＆電力小計　　　　,**,380,"129,465","1,382,441",,
311,五峰,19電燈＆綜合＆電力小計　,**,525,"586,724","6,911,113",,
311,五峰,20臨時電燈　　　　　　　,＊,0,0,0,,
311,五峰,21臨時電力　　　　　　　,＊,0,0,0,,
311,五峰,22臨時用電小計　　　　　,**,0,0,0,,
311,五峰,23總計（含臨時用電）　　,**,525,"586,724","6,911,113",,
311,五峰,24表燈合計　　　　　　　,**,145,"457,259","5,528,672",,
311,五峰,25綜合＆電力合計　　　　,**,380,"129,465","1,382,441",,
312,橫山,1表燈非營業用　　　　,"7,043",22,"1,441,830","20,938,421",,
312,橫山,2表燈營業用　　　　　　,337,415,"360,667","5,423,992",,
312,橫山,3表燈小計　　　　　　　,**,437,"1,802,497","26,362,413",,
312,橫山,4低壓綜合裝置非營業用　,＊,0,0,0,,
312,橫山,5低壓綜合需量非營業用　,＊,97,"12,731","167,225",,
312,橫山,6低壓綜合非營業用電小計,**,97,"12,731","167,225",,
312,橫山,7低壓綜合裝置營業用　　,＊,0,0,0,,
312,橫山,8低壓綜合需量營業用　　,15,610,"144,039","1,817,704",,
312,橫山,9低壓綜合營業用電小計　,**,610,"144,039","1,817,704",,
312,橫山,10低壓綜合用電小計　　　,**,707,"156,770","1,984,929",,
312,橫山,11低壓裝置電力　　　　　,21,363,"45,772","593,238",,
312,橫山,12低壓需量電力　　　　　,31,839,"115,097","1,457,065",,
312,橫山,13低壓電力小計　　　　　,**,"1,202","160,869","2,050,303",,
312,橫山,14高壓電力　　　　　　　,8,"3,389","740,720","8,597,860",,
312,橫山,15特高壓電力　　　　　　,＊,"10,000","5,779,200","37,948,800",,
312,橫山,16高＆特高壓電力小計　　,**,"13,389","6,519,920","46,546,660",,
312,橫山,17電力小計　　　　　　　,**,"14,591","6,680,789","48,596,963",,
312,橫山,18綜合＆電力小計　　　　,**,"15,298","6,837,559","50,581,892",,
312,橫山,19電燈＆綜合＆電力小計　,**,"15,735","8,640,056","76,944,305",,
312,橫山,20臨時電燈　　　　　　　,13,0,"1,121","39,376",,
312,橫山,21臨時電力　　　　　　　,＊,30,"1,080","17,600",,
312,橫山,22臨時用電小計　　　　　,**,30,"2,201","56,976",,
312,橫山,23總計（含臨時用電）　　,**,"15,735","8,642,257","77,001,281",,
312,橫山,24表燈合計　　　　　　　,**,437,"1,803,618","26,401,789",,
312,橫山,25綜合＆電力合計　　　　,**,"15,298","6,838,639","50,599,492",,
313,尖石,1表燈非營業用　　　　,"3,025",204,"843,065","8,554,891",,
313,尖石,2表燈營業用　　　　　　,106,297,"181,004","2,254,173",,
313,尖石,3表燈小計　　　　　　　,**,501,"1,024,069","10,809,064",,
313,尖石,4低壓綜合裝置非營業用　,＊,0,0,0,,
313,尖石,5低壓綜合需量非營業用　,＊,205,"50,160","573,480",,
313,尖石,6低壓綜合非營業用電小計,**,205,"50,160","573,480",,
313,尖石,7低壓綜合裝置營業用　　,＊,0,0,0,,
313,尖石,8低壓綜合需量營業用　　,9,556,"132,640","1,620,760",,
313,尖石,9低壓綜合營業用電小計　,**,556,"132,640","1,620,760",,
313,尖石,10低壓綜合用電小計　　　,**,761,"182,800","2,194,240",,
313,尖石,11低壓裝置電力　　　　　,＊,0,0,509,,
313,尖石,12低壓需量電力　　　　　,15,726,"156,841","1,869,861",,
313,尖石,13低壓電力小計　　　　　,**,726,"156,841","1,870,370",,
313,尖石,14高壓電力　　　　　　　,＊,0,0,0,,
313,尖石,15特高壓電力　　　　　　,＊,0,0,0,,
313,尖石,16高＆特高壓電力小計　　,**,0,0,0,,
313,尖石,17電力小計　　　　　　　,**,726,"156,841","1,870,370",,
313,尖石,18綜合＆電力小計　　　　,**,"1,487","339,641","4,064,610",,
313,尖石,19電燈＆綜合＆電力小計　,**,"1,988","1,363,710","14,873,674",,
