郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月)
505,鹿港,15特高壓電力,*,"22,000 ","16,006,400 "
505,鹿港,16高＆特高壓電力小計,**,"196,786 ","80,242,003 "
505,鹿港,17電力小計,**,"260,682 ","95,785,604 "
505,鹿港,18綜合＆電力小計,**,"277,733 ","99,176,374 "
505,鹿港,19電燈＆綜合＆電力小計,**,"281,394 ","116,583,149 "
505,鹿港,20臨時電燈,52 ,0 ,"32,729 "
505,鹿港,21臨時電力,*,0 ,0 
505,鹿港,22臨時用電小計,**,0 ,"32,729 "
505,鹿港,23總計（含臨時用電）,**,"281,394 ","116,615,878 "
505,鹿港,24表燈合計,**,"3,661 ","17,439,504 "
505,鹿港,25綜合＆電力合計,**,"277,733 ","99,176,374 "
506,福興,1表燈非營業用,"27,175 ",0 ,"9,990,624 "
506,福興,2表燈營業用,"2,440 ","2,451 ","2,935,293 "
506,福興,3表燈小計,**,"2,451 ","12,925,917 "
506,福興,4低壓綜合裝置非營業用,*,0 ,0 
506,福興,5低壓綜合需量非營業用,9 ,349 ,"73,470 "
506,福興,6低壓綜合非營業用電小計,**,349 ,"73,470 "
506,福興,7低壓綜合裝置營業用,*,0 ,0 
506,福興,8低壓綜合需量營業用,164 ,"9,026 ","1,748,269 "
506,福興,9低壓綜合營業用電小計,**,"9,026 ","1,748,269 "
506,福興,10低壓綜合用電小計,**,"9,375 ","1,821,739 "
506,福興,11低壓裝置電力,"2,891 ","14,324 ","4,990,185 "
506,福興,12低壓需量電力,322 ,"15,362 ","3,209,007 "
506,福興,13低壓電力小計,**,"29,686 ","8,199,192 "
506,福興,14高壓電力,93 ,"48,658 ","13,910,272 "
506,福興,15特高壓電力,*,0 ,0 
506,福興,16高＆特高壓電力小計,**,"48,658 ","13,910,272 "
506,福興,17電力小計,**,"78,344 ","22,109,464 "
506,福興,18綜合＆電力小計,**,"87,719 ","23,931,203 "
506,福興,19電燈＆綜合＆電力小計,**,"90,170 ","36,857,120 "
506,福興,20臨時電燈,20 ,0 ,"4,779 "
506,福興,21臨時電力,*,40 ,"26,760 "
506,福興,22臨時用電小計,**,40 ,"31,539 "
506,福興,23總計（含臨時用電）,**,"90,170 ","36,888,659 "
506,福興,24表燈合計,**,"2,451 ","12,930,696 "
506,福興,25綜合＆電力合計,**,"87,719 ","23,957,963 "
507,線西,1表燈非營業用,"9,451 ",0 ,"71,804 "
507,線西,2表燈營業用,815 ,476 ,"253,685 "
507,線西,3表燈小計,**,476 ,"325,489 "
507,線西,4低壓綜合裝置非營業用,*,0 ,0 
507,線西,5低壓綜合需量非營業用,*,445 ,"29,680 "
507,線西,6低壓綜合非營業用電小計,**,445 ,"29,680 "
507,線西,7低壓綜合裝置營業用,*,0 ,0 
507,線西,8低壓綜合需量營業用,82 ,"2,779 ","460,573 "
507,線西,9低壓綜合營業用電小計,**,"2,779 ","460,573 "
507,線西,10低壓綜合用電小計,**,"3,224 ","490,253 "
507,線西,11低壓裝置電力,477 ,"3,962 ","1,022,523 "
507,線西,12低壓需量電力,248 ,"13,910 ","2,468,086 "
507,線西,13低壓電力小計,**,"17,872 ","3,490,609 "
507,線西,14高壓電力,102 ,"52,493 ","19,893,050 "
507,線西,15特高壓電力,*,"39,050 ","19,588,000 "
507,線西,16高＆特高壓電力小計,**,"91,543 ","39,481,050 "
507,線西,17電力小計,**,"109,415 ","42,971,659 "
507,線西,18綜合＆電力小計,**,"112,639 ","43,461,912 "
507,線西,19電燈＆綜合＆電力小計,**,"113,115 ","43,787,401 "
507,線西,20臨時電燈,10 ,0 ,0 
507,線西,21臨時電力,*,400 ,"70,800 "
507,線西,22臨時用電小計,**,400 ,"70,800 "
507,線西,23總計（含臨時用電）,**,"113,115 ","43,858,201 "
507,線西,24表燈合計,**,476 ,"325,489 "
507,線西,25綜合＆電力合計,**,"112,639 ","43,532,712 "
508,和美,1表燈非營業用,"49,971 ",260 ,"19,554,446 "
508,和美,2表燈營業用,"5,294 ","4,058 ","7,723,843 "
508,和美,3表燈小計,**,"4,318 ","27,278,289 "
508,和美,4低壓綜合裝置非營業用,*,0 ,0 
508,和美,5低壓綜合需量非營業用,30 ,"1,399 ","336,526 "
508,和美,6低壓綜合非營業用電小計,**,"1,399 ","336,526 "
508,和美,7低壓綜合裝置營業用,*,0 ,0 
508,和美,8低壓綜合需量營業用,379 ,"15,614 ","3,344,608 "
508,和美,9低壓綜合營業用電小計,**,"15,614 ","3,344,608 "
508,和美,10低壓綜合用電小計,**,"17,013 ","3,681,134 "
508,和美,11低壓裝置電力,"2,187 ","16,376 ","4,928,941 "
508,和美,12低壓需量電力,891 ,"31,952 ","6,524,559 "
508,和美,13低壓電力小計,**,"48,328 ","11,453,500 "
508,和美,14高壓電力,138 ,"82,238 ","33,104,186 "
508,和美,15特高壓電力,*,"30,600 ","19,801,600 "
508,和美,16高＆特高壓電力小計,**,"112,838 ","52,905,786 "
508,和美,17電力小計,**,"161,166 ","64,359,286 "
508,和美,18綜合＆電力小計,**,"178,179 ","68,040,420 "
508,和美,19電燈＆綜合＆電力小計,**,"182,497 ","95,318,709 "
508,和美,20臨時電燈,51 ,0 ,"30,755 "
508,和美,21臨時電力,*,50 ,"1,040 "
508,和美,22臨時用電小計,**,50 ,"31,795 "
508,和美,23總計（含臨時用電）,**,"182,497 ","95,350,504 "
508,和美,24表燈合計,**,"4,318 ","27,309,044 "
508,和美,25綜合＆電力合計,**,"178,179 ","68,041,460 "
509,伸港,1表燈非營業用,"19,573 ",49 ,"13,457 "
509,伸港,2表燈營業用,"1,548 ",796 ,"274,421 "
509,伸港,3表燈小計,**,845 ,"287,878 "
509,伸港,4低壓綜合裝置非營業用,*,0 ,0 
509,伸港,5低壓綜合需量非營業用,14 ,792 ,"136,645 "
509,伸港,6低壓綜合非營業用電小計,**,792 ,"136,645 "
509,伸港,7低壓綜合裝置營業用,*,0 ,0 
509,伸港,8低壓綜合需量營業用,134 ,"5,419 ","1,156,653 "
509,伸港,9低壓綜合營業用電小計,**,"5,419 ","1,156,653 "
509,伸港,10低壓綜合用電小計,**,"6,211 ","1,293,298 "
509,伸港,11低壓裝置電力,593 ,"4,198 ","1,239,323 "
509,伸港,12低壓需量電力,339 ,"14,493 ","3,089,216 "
509,伸港,13低壓電力小計,**,"18,691 ","4,328,539 "
509,伸港,14高壓電力,129 ,"84,495 ","31,282,679 "
509,伸港,15特高壓電力,*,"12,000 ","29,153,600 "
509,伸港,16高＆特高壓電力小計,**,"96,495 ","60,436,279 "
509,伸港,17電力小計,**,"115,186 ","64,764,818 "
509,伸港,18綜合＆電力小計,**,"121,397 ","66,058,116 "
509,伸港,19電燈＆綜合＆電力小計,**,"122,242 ","66,345,994 "
509,伸港,20臨時電燈,16 ,0 ,0 
509,伸港,21臨時電力,*,0 ,0 
509,伸港,22臨時用電小計,**,0 ,0 
509,伸港,23總計（含臨時用電）,**,"122,242 ","66,345,994 "
509,伸港,24表燈合計,**,845 ,"287,878 "
509,伸港,25綜合＆電力合計,**,"121,397 ","66,058,116 "
510,員林,1表燈非營業用,"69,732 ",338 ,"21,677,327 "
510,員林,2表燈營業用,"6,236 ","5,421 ","8,077,920 "
510,員林,3表燈小計,**,"5,759 ","29,755,247 "
510,員林,4低壓綜合裝置非營業用,*,0 ,0 
510,員林,5低壓綜合需量非營業用,86 ,"2,786 ","508,813 "
510,員林,6低壓綜合非營業用電小計,**,"2,786 ","508,813 "
510,員林,7低壓綜合裝置營業用,*,0 ,0 
510,員林,8低壓綜合需量營業用,445 ,"16,895 ","4,294,372 "
510,員林,9低壓綜合營業用電小計,**,"16,895 ","4,294,372 "
510,員林,10低壓綜合用電小計,**,"19,681 ","4,803,185 "
510,員林,11低壓裝置電力,867 ,"5,797 ","1,608,478 "
510,員林,12低壓需量電力,292 ,"9,465 ","1,925,360 "
510,員林,13低壓電力小計,**,"15,262 ","3,533,838 "
510,員林,14高壓電力,95 ,"46,938 ","13,702,635 "
510,員林,15特高壓電力,*,"4,000 ","488,400 "
510,員林,16高＆特高壓電力小計,**,"50,938 ","14,191,035 "
510,員林,17電力小計,**,"66,200 ","17,724,873 "
510,員林,18綜合＆電力小計,**,"85,881 ","22,528,058 "
510,員林,19電燈＆綜合＆電力小計,**,"91,640 ","52,283,305 "
510,員林,20臨時電燈,116 ,0 ,"42,410 "
510,員林,21臨時電力,6 ,813 ,"48,320 "
510,員林,22臨時用電小計,**,813 ,"90,730 "
510,員林,23總計（含臨時用電）,**,"91,640 ","52,374,035 "
510,員林,24表燈合計,**,"5,759 ","29,797,657 "
510,員林,25綜合＆電力合計,**,"85,881 ","22,576,378 "
511,社頭,1表燈非營業用,"23,428 ",8 ,"5,794,376 "
511,社頭,2表燈營業用,"1,656 ","1,035 ","1,572,417 "
511,社頭,3表燈小計,**,"1,043 ","7,366,793 "
511,社頭,4低壓綜合裝置非營業用,*,0 ,0 
511,社頭,5低壓綜合需量非營業用,8 ,501 ,"38,850 "
511,社頭,6低壓綜合非營業用電小計,**,501 ,"38,850 "
511,社頭,7低壓綜合裝置營業用,*,0 ,0 
511,社頭,8低壓綜合需量營業用,152 ,"4,296 ","1,121,012 "
511,社頭,9低壓綜合營業用電小計,**,"4,296 ","1,121,012 "
511,社頭,10低壓綜合用電小計,**,"4,797 ","1,159,862 "
511,社頭,11低壓裝置電力,532 ,"3,514 ","944,336 "
511,社頭,12低壓需量電力,517 ,"15,530 ","3,739,383 "
511,社頭,13低壓電力小計,**,"19,044 ","4,683,719 "
511,社頭,14高壓電力,25 ,"10,604 ","3,075,116 "
511,社頭,15特高壓電力,*,0 ,0 
511,社頭,16高＆特高壓電力小計,**,"10,604 ","3,075,116 "
511,社頭,17電力小計,**,"29,648 ","7,758,835 "
511,社頭,18綜合＆電力小計,**,"34,445 ","8,918,697 "
511,社頭,19電燈＆綜合＆電力小計,**,"35,488 ","16,285,490 "
511,社頭,20臨時電燈,26 ,0 ,710 
511,社頭,21臨時電力,*,30 ,0 
511,社頭,22臨時用電小計,**,30 ,710 
511,社頭,23總計（含臨時用電）,**,"35,488 ","16,286,200 "
511,社頭,24表燈合計,**,"1,043 ","7,367,503 "
511,社頭,25綜合＆電力合計,**,"34,445 ","8,918,697 "
512,永靖,1表燈非營業用,"24,266 ",13 ,"7,244,806 "
512,永靖,2表燈營業用,"1,261 ",686 ,"1,628,298 "
512,永靖,3表燈小計,**,699 ,"8,873,104 "
512,永靖,4低壓綜合裝置非營業用,*,0 ,0 
512,永靖,5低壓綜合需量非營業用,7 ,289 ,"89,720 "
512,永靖,6低壓綜合非營業用電小計,**,289 ,"89,720 "
512,永靖,7低壓綜合裝置營業用,*,0 ,0 
512,永靖,8低壓綜合需量營業用,68 ,"2,780 ","632,760 "
512,永靖,9低壓綜合營業用電小計,**,"2,780 ","632,760 "
512,永靖,10低壓綜合用電小計,**,"3,069 ","722,480 "
512,永靖,11低壓裝置電力,246 ,"1,864 ","503,701 "
512,永靖,12低壓需量電力,175 ,"5,095 ","1,127,352 "
512,永靖,13低壓電力小計,**,"6,959 ","1,631,053 "
512,永靖,14高壓電力,14 ,"6,651 ","2,186,499 "
512,永靖,15特高壓電力,*,0 ,0 
512,永靖,16高＆特高壓電力小計,**,"6,651 ","2,186,499 "
512,永靖,17電力小計,**,"13,610 ","3,817,552 "
512,永靖,18綜合＆電力小計,**,"16,679 ","4,540,032 "
512,永靖,19電燈＆綜合＆電力小計,**,"17,378 ","13,413,136 "
512,永靖,20臨時電燈,10 ,0 ,"1,570 "
512,永靖,21臨時電力,*,0 ,0 
512,永靖,22臨時用電小計,**,0 ,"1,570 "
512,永靖,23總計（含臨時用電）,**,"17,378 ","13,414,706 "
512,永靖,24表燈合計,**,699 ,"8,874,674 "
512,永靖,25綜合＆電力合計,**,"16,679 ","4,540,032 "
513,埔心,1表燈非營業用,"21,972 ",25 ,"10,717,631 "
513,埔心,2表燈營業用,"1,685 ",939 ,"3,110,312 "
513,埔心,3表燈小計,**,964 ,"13,827,943 "
513,埔心,4低壓綜合裝置非營業用,*,0 ,0 
513,埔心,5低壓綜合需量非營業用,8 ,295 ,"65,641 "
513,埔心,6低壓綜合非營業用電小計,**,295 ,"65,641 "
513,埔心,7低壓綜合裝置營業用,*,0 ,0 
513,埔心,8低壓綜合需量營業用,88 ,"4,803 ","1,058,085 "
513,埔心,9低壓綜合營業用電小計,**,"4,803 ","1,058,085 "
513,埔心,10低壓綜合用電小計,**,"5,098 ","1,123,726 "
513,埔心,11低壓裝置電力,562 ,"2,944 ","894,791 "
513,埔心,12低壓需量電力,208 ,"9,967 ","2,181,227 "
513,埔心,13低壓電力小計,**,"12,911 ","3,076,018 "
513,埔心,14高壓電力,43 ,"25,091 ","8,643,083 "
513,埔心,15特高壓電力,*,0 ,0 
513,埔心,16高＆特高壓電力小計,**,"25,091 ","8,643,083 "
513,埔心,17電力小計,**,"38,002 ","11,719,101 "
513,埔心,18綜合＆電力小計,**,"43,100 ","12,842,827 "
513,埔心,19電燈＆綜合＆電力小計,**,"44,064 ","26,670,770 "
513,埔心,20臨時電燈,22 ,0 ,"16,675 "
513,埔心,21臨時電力,*,0 ,0 
513,埔心,22臨時用電小計,**,0 ,"16,675 "
513,埔心,23總計（含臨時用電）,**,"44,064 ","26,687,445 "
513,埔心,24表燈合計,**,964 ,"13,844,618 "
513,埔心,25綜合＆電力合計,**,"43,100 ","12,842,827 "
514,溪湖,1表燈非營業用,"36,087 ",145 ,"14,109,643 "
514,溪湖,2表燈營業用,"2,461 ","1,859 ","3,892,202 "
514,溪湖,3表燈小計,**,"2,004 ","18,001,845 "
514,溪湖,4低壓綜合裝置非營業用,*,0 ,0 
514,溪湖,5低壓綜合需量非營業用,18 ,809 ,"218,557 "
514,溪湖,6低壓綜合非營業用電小計,**,809 ,"218,557 "
514,溪湖,7低壓綜合裝置營業用,*,0 ,0 
514,溪湖,8低壓綜合需量營業用,133 ,"5,365 ","1,531,970 "
514,溪湖,9低壓綜合營業用電小計,**,"5,365 ","1,531,970 "
514,溪湖,10低壓綜合用電小計,**,"6,174 ","1,750,527 "
514,溪湖,11低壓裝置電力,775 ,"3,783 ","1,339,520 "
514,溪湖,12低壓需量電力,175 ,"7,588 ","1,612,787 "
514,溪湖,13低壓電力小計,**,"11,371 ","2,952,307 "
514,溪湖,14高壓電力,38 ,"12,631 ","3,231,875 "
514,溪湖,15特高壓電力,*,0 ,0 
514,溪湖,16高＆特高壓電力小計,**,"12,631 ","3,231,875 "
514,溪湖,17電力小計,**,"24,002 ","6,184,182 "
514,溪湖,18綜合＆電力小計,**,"30,176 ","7,934,709 "
514,溪湖,19電燈＆綜合＆電力小計,**,"32,180 ","25,936,554 "
514,溪湖,20臨時電燈,26 ,0 ,"3,478 "
514,溪湖,21臨時電力,*,0 ,0 
514,溪湖,22臨時用電小計,**,0 ,"3,478 "
514,溪湖,23總計（含臨時用電）,**,"32,180 ","25,940,032 "
514,溪湖,24表燈合計,**,"2,004 ","18,005,323 "
514,溪湖,25綜合＆電力合計,**,"30,176 ","7,934,709 "
515,大村,1表燈非營業用,"23,317 ",103 ,"14,431,172 "
515,大村,2表燈營業用,"1,407 ",696 ,"3,159,215 "
515,大村,3表燈小計,**,799 ,"17,590,387 "
515,大村,4低壓綜合裝置非營業用,*,0 ,0 
515,大村,5低壓綜合需量非營業用,7 ,280 ,"48,422 "
515,大村,6低壓綜合非營業用電小計,**,280 ,"48,422 "
515,大村,7低壓綜合裝置營業用,*,0 ,0 
515,大村,8低壓綜合需量營業用,74 ,"3,857 ","895,514 "
515,大村,9低壓綜合營業用電小計,**,"3,857 ","895,514 "
515,大村,10低壓綜合用電小計,**,"4,137 ","943,936 "
515,大村,11低壓裝置電力,534 ,"2,985 ","1,074,254 "
515,大村,12低壓需量電力,192 ,"9,347 ","1,876,905 "
515,大村,13低壓電力小計,**,"12,332 ","2,951,159 "
515,大村,14高壓電力,54 ,"44,285 ","14,636,314 "
515,大村,15特高壓電力,*,"16,500 ","7,855,200 "
515,大村,16高＆特高壓電力小計,**,"60,785 ","22,491,514 "
515,大村,17電力小計,**,"73,117 ","25,442,673 "
515,大村,18綜合＆電力小計,**,"77,254 ","26,386,609 "
515,大村,19電燈＆綜合＆電力小計,**,"78,053 ","43,976,996 "
515,大村,20臨時電燈,23 ,0 ,"22,215 "
515,大村,21臨時電力,*,0 ,0 
515,大村,22臨時用電小計,**,0 ,"22,215 "
515,大村,23總計（含臨時用電）,**,"78,053 ","43,999,211 "
515,大村,24表燈合計,**,799 ,"17,612,602 "
515,大村,25綜合＆電力合計,**,"77,254 ","26,386,609 "
516,埔鹽,1表燈非營業用,"22,761 ",30 ,"737,421 "
516,埔鹽,2表燈營業用,"1,291 ",790 ,"452,907 "
516,埔鹽,3表燈小計,**,820 ,"1,190,328 "
516,埔鹽,4低壓綜合裝置非營業用,*,0 ,0 
516,埔鹽,5低壓綜合需量非營業用,*,35 ,"5,132 "
516,埔鹽,6低壓綜合非營業用電小計,**,35 ,"5,132 "
516,埔鹽,7低壓綜合裝置營業用,*,0 ,0 
516,埔鹽,8低壓綜合需量營業用,94 ,"6,121 ","940,784 "
516,埔鹽,9低壓綜合營業用電小計,**,"6,121 ","940,784 "
516,埔鹽,10低壓綜合用電小計,**,"6,156 ","945,916 "
516,埔鹽,11低壓裝置電力,"1,351 ","6,950 ","2,761,239 "
516,埔鹽,12低壓需量電力,197 ,"10,796 ","1,953,103 "
516,埔鹽,13低壓電力小計,**,"17,746 ","4,714,342 "
516,埔鹽,14高壓電力,33 ,"15,786 ","5,444,301 "
516,埔鹽,15特高壓電力,*,0 ,0 
516,埔鹽,16高＆特高壓電力小計,**,"15,786 ","5,444,301 "
516,埔鹽,17電力小計,**,"33,532 ","10,158,643 "
516,埔鹽,18綜合＆電力小計,**,"39,688 ","11,104,559 "
516,埔鹽,19電燈＆綜合＆電力小計,**,"40,508 ","12,294,887 "
516,埔鹽,20臨時電燈,7 ,0 ,37 
516,埔鹽,21臨時電力,*,0 ,0 
516,埔鹽,22臨時用電小計,**,0 ,37 
516,埔鹽,23總計（含臨時用電）,**,"40,508 ","12,294,924 "
516,埔鹽,24表燈合計,**,820 ,"1,190,365 "
516,埔鹽,25綜合＆電力合計,**,"39,688 ","11,104,559 "
520,田中,1表燈非營業用,"23,486 ",60 ,"6,165,803 "
520,田中,2表燈營業用,"1,432 ",843 ,"1,561,526 "
520,田中,3表燈小計,**,903 ,"7,727,329 "
520,田中,4低壓綜合裝置非營業用,*,0 ,0 
520,田中,5低壓綜合需量非營業用,16 ,607 ,"147,659 "
520,田中,6低壓綜合非營業用電小計,**,607 ,"147,659 "
520,田中,7低壓綜合裝置營業用,*,0 ,0 
520,田中,8低壓綜合需量營業用,107 ,"3,747 ","898,930 "
520,田中,9低壓綜合營業用電小計,**,"3,747 ","898,930 "
520,田中,10低壓綜合用電小計,**,"4,354 ","1,046,589 "
520,田中,11低壓裝置電力,311 ,"2,717 ","528,361 "
520,田中,12低壓需量電力,151 ,"5,027 ","940,759 "
520,田中,13低壓電力小計,**,"7,744 ","1,469,120 "
520,田中,14高壓電力,63 ,"25,816 ","7,797,452 "
520,田中,15特高壓電力,*,0 ,0 
520,田中,16高＆特高壓電力小計,**,"25,816 ","7,797,452 "
520,田中,17電力小計,**,"33,560 ","9,266,572 "
520,田中,18綜合＆電力小計,**,"37,914 ","10,313,161 "
520,田中,19電燈＆綜合＆電力小計,**,"38,817 ","18,040,490 "
520,田中,20臨時電燈,42 ,0 ,"3,362 "
520,田中,21臨時電力,*,0 ,0 
520,田中,22臨時用電小計,**,0 ,"3,362 "
520,田中,23總計（含臨時用電）,**,"38,817 ","18,043,852 "
520,田中,24表燈合計,**,903 ,"7,730,691 "
520,田中,25綜合＆電力合計,**,"37,914 ","10,313,161 "
521,北斗,1表燈非營業用,"22,217 ",148 ,"11,757,864 "
521,北斗,2表燈營業用,"1,550 ","1,461 ","2,958,185 "
521,北斗,3表燈小計,**,"1,609 ","14,716,049 "
521,北斗,4低壓綜合裝置非營業用,*,0 ,0 
521,北斗,5低壓綜合需量非營業用,8 ,311 ,"60,736 "
521,北斗,6低壓綜合非營業用電小計,**,311 ,"60,736 "
521,北斗,7低壓綜合裝置營業用,*,0 ,0 
521,北斗,8低壓綜合需量營業用,93 ,"4,880 ","1,208,344 "
521,北斗,9低壓綜合營業用電小計,**,"4,880 ","1,208,344 "
521,北斗,10低壓綜合用電小計,**,"5,191 ","1,269,080 "
521,北斗,11低壓裝置電力,260 ,"2,143 ","530,503 "
521,北斗,12低壓需量電力,169 ,"8,311 ","1,429,932 "
521,北斗,13低壓電力小計,**,"10,454 ","1,960,435 "
521,北斗,14高壓電力,62 ,"28,818 ","9,919,076 "
521,北斗,15特高壓電力,*,0 ,0 
521,北斗,16高＆特高壓電力小計,**,"28,818 ","9,919,076 "
521,北斗,17電力小計,**,"39,272 ","11,879,511 "
521,北斗,18綜合＆電力小計,**,"44,463 ","13,148,591 "
521,北斗,19電燈＆綜合＆電力小計,**,"46,072 ","27,864,640 "
521,北斗,20臨時電燈,24 ,0 ,"6,690 "
521,北斗,21臨時電力,*,0 ,0 
521,北斗,22臨時用電小計,**,0 ,"6,690 "
521,北斗,23總計（含臨時用電）,**,"46,072 ","27,871,330 "
521,北斗,24表燈合計,**,"1,609 ","14,722,739 "
521,北斗,25綜合＆電力合計,**,"44,463 ","13,148,591 "
522,田尾,1表燈非營業用,"19,724 ",0 ,"1,518,543 "
522,田尾,2表燈營業用,654 ,642 ,"450,999 "
522,田尾,3表燈小計,**,642 ,"1,969,542 "
522,田尾,4低壓綜合裝置非營業用,*,0 ,0 
522,田尾,5低壓綜合需量非營業用,*,528 ,"89,149 "
522,田尾,6低壓綜合非營業用電小計,**,528 ,"89,149 "
522,田尾,7低壓綜合裝置營業用,*,0 ,0 
522,田尾,8低壓綜合需量營業用,46 ,"1,924 ","397,228 "
522,田尾,9低壓綜合營業用電小計,**,"1,924 ","397,228 "
522,田尾,10低壓綜合用電小計,**,"2,452 ","486,377 "
522,田尾,11低壓裝置電力,154 ,"1,560 ","405,133 "
522,田尾,12低壓需量電力,169 ,"3,177 ","485,128 "
522,田尾,13低壓電力小計,**,"4,737 ","890,261 "
522,田尾,14高壓電力,14 ,"4,045 ","1,030,620 "
522,田尾,15特高壓電力,*,0 ,0 
522,田尾,16高＆特高壓電力小計,**,"4,045 ","1,030,620 "
522,田尾,17電力小計,**,"8,782 ","1,920,881 "
522,田尾,18綜合＆電力小計,**,"11,234 ","2,407,258 "
522,田尾,19電燈＆綜合＆電力小計,**,"11,876 ","4,376,800 "
522,田尾,20臨時電燈,10 ,0 ,0 
522,田尾,21臨時電力,*,0 ,0 
522,田尾,22臨時用電小計,**,0 ,0 
522,田尾,23總計（含臨時用電）,**,"11,876 ","4,376,800 "
522,田尾,24表燈合計,**,642 ,"1,969,542 "
522,田尾,25綜合＆電力合計,**,"11,234 ","2,407,258 "
523,埤頭,1表燈非營業用,"24,400 ",0 ,"6,676,583 "
523,埤頭,2表燈營業用,972 ,412 ,"1,025,098 "
523,埤頭,3表燈小計,**,412 ,"7,701,681 "
523,埤頭,4低壓綜合裝置非營業用,*,0 ,0 
523,埤頭,5低壓綜合需量非營業用,*,103 ,"9,640 "
523,埤頭,6低壓綜合非營業用電小計,**,103 ,"9,640 "
523,埤頭,7低壓綜合裝置營業用,*,0 ,0 
523,埤頭,8低壓綜合需量營業用,64 ,"3,264 ","791,871 "
523,埤頭,9低壓綜合營業用電小計,**,"3,264 ","791,871 "
523,埤頭,10低壓綜合用電小計,**,"3,367 ","801,511 "
523,埤頭,11低壓裝置電力,382 ,"2,294 ","824,444 "
523,埤頭,12低壓需量電力,140 ,"6,651 ","1,538,833 "
523,埤頭,13低壓電力小計,**,"8,945 ","2,363,277 "
523,埤頭,14高壓電力,67 ,"32,563 ","9,725,597 "
523,埤頭,15特高壓電力,*,0 ,0 
523,埤頭,16高＆特高壓電力小計,**,"32,563 ","9,725,597 "
523,埤頭,17電力小計,**,"41,508 ","12,088,874 "
523,埤頭,18綜合＆電力小計,**,"44,875 ","12,890,385 "
523,埤頭,19電燈＆綜合＆電力小計,**,"45,287 ","20,592,066 "
523,埤頭,20臨時電燈,15 ,0 ,"2,070 "
523,埤頭,21臨時電力,*,98 ,"9,000 "
523,埤頭,22臨時用電小計,**,98 ,"11,070 "
523,埤頭,23總計（含臨時用電）,**,"45,287 ","20,603,136 "
523,埤頭,24表燈合計,**,412 ,"7,703,751 "
523,埤頭,25綜合＆電力合計,**,"44,875 ","12,899,385 "
524,溪州,1表燈非營業用,"22,161 ",9 ,"3,457,453 "
524,溪州,2表燈營業用,703 ,513 ,"507,253 "
524,溪州,3表燈小計,**,522 ,"3,964,706 "
524,溪州,4低壓綜合裝置非營業用,*,0 ,0 
524,溪州,5低壓綜合需量非營業用,*,536 ,"146,937 "
524,溪州,6低壓綜合非營業用電小計,**,536 ,"146,937 "
524,溪州,7低壓綜合裝置營業用,*,0 ,0 
524,溪州,8低壓綜合需量營業用,26 ,841 ,"290,502 "
524,溪州,9低壓綜合營業用電小計,**,841 ,"290,502 "
524,溪州,10低壓綜合用電小計,**,"1,377 ","437,439 "
524,溪州,11低壓裝置電力,303 ,"2,032 ","393,098 "
524,溪州,12低壓需量電力,91 ,"4,837 ","843,239 "
524,溪州,13低壓電力小計,**,"6,869 ","1,236,337 "
524,溪州,14高壓電力,24 ,"13,944 ","3,175,385 "
524,溪州,15特高壓電力,*,"14,400 ","6,772,800 "
524,溪州,16高＆特高壓電力小計,**,"28,344 ","9,948,185 "
524,溪州,17電力小計,**,"35,213 ","11,184,522 "
524,溪州,18綜合＆電力小計,**,"36,590 ","11,621,961 "
524,溪州,19電燈＆綜合＆電力小計,**,"37,112 ","15,586,667 "
524,溪州,20臨時電燈,*,0 ,42 
524,溪州,21臨時電力,*,0 ,0 
524,溪州,22臨時用電小計,**,0 ,42 
524,溪州,23總計（含臨時用電）,**,"37,112 ","15,586,709 "
524,溪州,24表燈合計,**,522 ,"3,964,748 "
524,溪州,25綜合＆電力合計,**,"36,590 ","11,621,961 "
525,竹塘,1表燈非營業用,"12,467 ",4 ,"4,394,003 "
525,竹塘,2表燈營業用,322 ,85 ,"440,539 "
525,竹塘,3表燈小計,**,89 ,"4,834,542 "
525,竹塘,4低壓綜合裝置非營業用,*,0 ,0 
525,竹塘,5低壓綜合需量非營業用,*,54 ,"9,800 "
525,竹塘,6低壓綜合非營業用電小計,**,54 ,"9,800 "
525,竹塘,7低壓綜合裝置營業用,*,0 ,0 
525,竹塘,8低壓綜合需量營業用,18 ,724 ,"267,748 "
525,竹塘,9低壓綜合營業用電小計,**,724 ,"267,748 "
525,竹塘,10低壓綜合用電小計,**,778 ,"277,548 "
525,竹塘,11低壓裝置電力,577 ,"2,305 ","931,699 "
525,竹塘,12低壓需量電力,59 ,"2,091 ","370,565 "
525,竹塘,13低壓電力小計,**,"4,396 ","1,302,264 "
525,竹塘,14高壓電力,*,"2,060 ","435,025 "
525,竹塘,15特高壓電力,*,0 ,0 
525,竹塘,16高＆特高壓電力小計,**,"2,060 ","435,025 "
525,竹塘,17電力小計,**,"6,456 ","1,737,289 "
525,竹塘,18綜合＆電力小計,**,"7,234 ","2,014,837 "
525,竹塘,19電燈＆綜合＆電力小計,**,"7,323 ","6,849,379 "
525,竹塘,20臨時電燈,*,0 ,47 
525,竹塘,21臨時電力,*,0 ,0 
525,竹塘,22臨時用電小計,**,0 ,47 
525,竹塘,23總計（含臨時用電）,**,"7,323 ","6,849,426 "
525,竹塘,24表燈合計,**,89 ,"4,834,589 "
525,竹塘,25綜合＆電力合計,**,"7,234 ","2,014,837 "
526,二林,1表燈非營業用,"37,604 ",84 ,"6,623,217 "
