郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月)
526,二林,2表燈營業用,"1,697 ","1,286 ","1,019,914 "
526,二林,3表燈小計,**,"1,370 ","7,643,131 "
526,二林,4低壓綜合裝置非營業用,*,0 ,0 
526,二林,5低壓綜合需量非營業用,23 ,955 ,"189,144 "
526,二林,6低壓綜合非營業用電小計,**,955 ,"189,144 "
526,二林,7低壓綜合裝置營業用,*,0 ,0 
526,二林,8低壓綜合需量營業用,108 ,"4,159 ","1,183,470 "
526,二林,9低壓綜合營業用電小計,**,"4,159 ","1,183,470 "
526,二林,10低壓綜合用電小計,**,"5,114 ","1,372,614 "
526,二林,11低壓裝置電力,"2,145 ","6,820 ","2,054,477 "
526,二林,12低壓需量電力,143 ,"6,052 ","1,316,827 "
526,二林,13低壓電力小計,**,"12,872 ","3,371,304 "
526,二林,14高壓電力,27 ,"8,037 ","2,619,719 "
526,二林,15特高壓電力,*,0 ,"7,200 "
526,二林,16高＆特高壓電力小計,**,"8,037 ","2,626,919 "
526,二林,17電力小計,**,"20,909 ","5,998,223 "
526,二林,18綜合＆電力小計,**,"26,023 ","7,370,837 "
526,二林,19電燈＆綜合＆電力小計,**,"27,393 ","15,013,968 "
526,二林,20臨時電燈,22 ,0 ,"2,800 "
526,二林,21臨時電力,*,40 ,"2,200 "
526,二林,22臨時用電小計,**,40 ,"5,000 "
526,二林,23總計（含臨時用電）,**,"27,393 ","15,018,968 "
526,二林,24表燈合計,**,"1,370 ","7,645,931 "
526,二林,25綜合＆電力合計,**,"26,023 ","7,373,037 "
527,大城,1表燈非營業用,"12,784 ",0 ,"2,172,849 "
527,大城,2表燈營業用,282 ,557 ,"450,388 "
527,大城,3表燈小計,**,557 ,"2,623,237 "
527,大城,4低壓綜合裝置非營業用,*,0 ,0 
527,大城,5低壓綜合需量非營業用,*,77 ,"14,800 "
527,大城,6低壓綜合非營業用電小計,**,77 ,"14,800 "
527,大城,7低壓綜合裝置營業用,*,0 ,0 
527,大城,8低壓綜合需量營業用,15 ,803 ,"241,970 "
527,大城,9低壓綜合營業用電小計,**,803 ,"241,970 "
527,大城,10低壓綜合用電小計,**,880 ,"256,770 "
527,大城,11低壓裝置電力,"1,297 ","4,136 ","2,248,644 "
527,大城,12低壓需量電力,84 ,"4,236 ","853,862 "
527,大城,13低壓電力小計,**,"8,372 ","3,102,506 "
527,大城,14高壓電力,8 ,"6,595 ","3,617,788 "
527,大城,15特高壓電力,*,0 ,0 
527,大城,16高＆特高壓電力小計,**,"6,595 ","3,617,788 "
527,大城,17電力小計,**,"14,967 ","6,720,294 "
527,大城,18綜合＆電力小計,**,"15,847 ","6,977,064 "
527,大城,19電燈＆綜合＆電力小計,**,"16,404 ","9,600,301 "
527,大城,20臨時電燈,*,0 ,"3,307 "
527,大城,21臨時電力,*,0 ,0 
527,大城,22臨時用電小計,**,0 ,"3,307 "
527,大城,23總計（含臨時用電）,**,"16,404 ","9,603,608 "
527,大城,24表燈合計,**,557 ,"2,626,544 "
527,大城,25綜合＆電力合計,**,"15,847 ","6,977,064 "
528,芳苑,1表燈非營業用,"24,539 ",20 ,"6,823,003 "
528,芳苑,2表燈營業用,805 ,594 ,"1,054,264 "
528,芳苑,3表燈小計,**,614 ,"7,877,267 "
528,芳苑,4低壓綜合裝置非營業用,*,0 ,0 
528,芳苑,5低壓綜合需量非營業用,8 ,254 ,"56,002 "
528,芳苑,6低壓綜合非營業用電小計,**,254 ,"56,002 "
528,芳苑,7低壓綜合裝置營業用,*,0 ,0 
528,芳苑,8低壓綜合需量營業用,61 ,"3,447 ","694,880 "
528,芳苑,9低壓綜合營業用電小計,**,"3,447 ","694,880 "
528,芳苑,10低壓綜合用電小計,**,"3,701 ","750,882 "
528,芳苑,11低壓裝置電力,"2,934 ","11,852 ","4,334,625 "
528,芳苑,12低壓需量電力,350 ,"17,612 ","4,178,679 "
528,芳苑,13低壓電力小計,**,"29,464 ","8,513,304 "
528,芳苑,14高壓電力,79 ,"51,910 ","18,950,620 "
528,芳苑,15特高壓電力,6 ,"74,700 ","51,474,000 "
528,芳苑,16高＆特高壓電力小計,**,"126,610 ","70,424,620 "
528,芳苑,17電力小計,**,"156,074 ","78,937,924 "
528,芳苑,18綜合＆電力小計,**,"159,775 ","79,688,806 "
528,芳苑,19電燈＆綜合＆電力小計,**,"160,389 ","87,566,073 "
528,芳苑,20臨時電燈,14 ,0 ,"22,757 "
528,芳苑,21臨時電力,*,0 ,0 
528,芳苑,22臨時用電小計,**,0 ,"22,757 "
528,芳苑,23總計（含臨時用電）,**,"160,389 ","87,588,830 "
528,芳苑,24表燈合計,**,614 ,"7,900,024 "
528,芳苑,25綜合＆電力合計,**,"159,775 ","79,688,806 "
530,二水,1表燈非營業用,"8,421 ",0 ,"2,902,084 "
530,二水,2表燈營業用,393 ,199 ,"434,001 "
530,二水,3表燈小計,**,199 ,"3,336,085 "
530,二水,4低壓綜合裝置非營業用,*,0 ,0 
530,二水,5低壓綜合需量非營業用,*,70 ,"9,680 "
530,二水,6低壓綜合非營業用電小計,**,70 ,"9,680 "
530,二水,7低壓綜合裝置營業用,*,0 ,0 
530,二水,8低壓綜合需量營業用,16 ,292 ,"83,115 "
530,二水,9低壓綜合營業用電小計,**,292 ,"83,115 "
530,二水,10低壓綜合用電小計,**,362 ,"92,795 "
530,二水,11低壓裝置電力,73 ,448 ,"84,059 "
530,二水,12低壓需量電力,44 ,"1,226 ","332,002 "
530,二水,13低壓電力小計,**,"1,674 ","416,061 "
530,二水,14高壓電力,8 ,"8,530 ","4,230,036 "
530,二水,15特高壓電力,*,0 ,0 
530,二水,16高＆特高壓電力小計,**,"8,530 ","4,230,036 "
530,二水,17電力小計,**,"10,204 ","4,646,097 "
530,二水,18綜合＆電力小計,**,"10,566 ","4,738,892 "
530,二水,19電燈＆綜合＆電力小計,**,"10,765 ","8,074,977 "
530,二水,20臨時電燈,*,0 ,"6,363 "
530,二水,21臨時電力,*,0 ,0 
530,二水,22臨時用電小計,**,0 ,"6,363 "
530,二水,23總計（含臨時用電）,**,"10,765 ","8,081,340 "
530,二水,24表燈合計,**,199 ,"3,342,448 "
530,二水,25綜合＆電力合計,**,"10,566 ","4,738,892 "
540,南投,1表燈非營業用,"55,110 ",204 ,"21,373,742 "
540,南投,2表燈營業用,"3,452 ","3,902 ","4,569,341 "
540,南投,3表燈小計,**,"4,106 ","25,943,083 "
540,南投,4低壓綜合裝置非營業用,*,0 ,0 
540,南投,5低壓綜合需量非營業用,75 ,"4,778 ","770,623 "
540,南投,6低壓綜合非營業用電小計,**,"4,778 ","770,623 "
540,南投,7低壓綜合裝置營業用,*,0 ,0 
540,南投,8低壓綜合需量營業用,139 ,"4,974 ","1,349,457 "
540,南投,9低壓綜合營業用電小計,**,"4,974 ","1,349,457 "
540,南投,10低壓綜合用電小計,**,"9,752 ","2,120,080 "
540,南投,11低壓裝置電力,163 ,"2,379 ","786,302 "
540,南投,12低壓需量電力,261 ,"14,413 ","2,729,827 "
540,南投,13低壓電力小計,**,"16,792 ","3,516,129 "
540,南投,14高壓電力,307 ,"172,979 ","54,034,578 "
540,南投,15特高壓電力,*,"30,000 ","20,734,000 "
540,南投,16高＆特高壓電力小計,**,"202,979 ","74,768,578 "
540,南投,17電力小計,**,"219,771 ","78,284,707 "
540,南投,18綜合＆電力小計,**,"229,523 ","80,404,787 "
540,南投,19電燈＆綜合＆電力小計,**,"233,629 ","106,347,870 "
540,南投,20臨時電燈,144 ,0 ,"27,986 "
540,南投,21臨時電力,*,219 ,"26,112 "
540,南投,22臨時用電小計,**,219 ,"54,098 "
540,南投,23總計（含臨時用電）,**,"233,629 ","106,401,968 "
540,南投,24表燈合計,**,"4,106 ","25,971,069 "
540,南投,25綜合＆電力合計,**,"229,523 ","80,430,899 "
541,中寮,1表燈非營業用,"9,349 ",15 ,"925,398 "
541,中寮,2表燈營業用,194 ,168 ,"124,321 "
541,中寮,3表燈小計,**,183 ,"1,049,719 "
541,中寮,4低壓綜合裝置非營業用,*,0 ,0 
541,中寮,5低壓綜合需量非營業用,*,262 ,"35,575 "
541,中寮,6低壓綜合非營業用電小計,**,262 ,"35,575 "
541,中寮,7低壓綜合裝置營業用,*,0 ,0 
541,中寮,8低壓綜合需量營業用,*,201 ,"70,149 "
541,中寮,9低壓綜合營業用電小計,**,201 ,"70,149 "
541,中寮,10低壓綜合用電小計,**,463 ,"105,724 "
541,中寮,11低壓裝置電力,47 ,128 ,"76,384 "
541,中寮,12低壓需量電力,17 ,369 ,"107,663 "
541,中寮,13低壓電力小計,**,497 ,"184,047 "
541,中寮,14高壓電力,*,0 ,0 
541,中寮,15特高壓電力,*,0 ,0 
541,中寮,16高＆特高壓電力小計,**,0 ,0 
541,中寮,17電力小計,**,497 ,"184,047 "
541,中寮,18綜合＆電力小計,**,960 ,"289,771 "
541,中寮,19電燈＆綜合＆電力小計,**,"1,143 ","1,339,490 "
541,中寮,20臨時電燈,*,0 ,0 
541,中寮,21臨時電力,*,0 ,0 
541,中寮,22臨時用電小計,**,0 ,0 
541,中寮,23總計（含臨時用電）,**,"1,143 ","1,339,490 "
541,中寮,24表燈合計,**,183 ,"1,049,719 "
541,中寮,25綜合＆電力合計,**,960 ,"289,771 "
542,草屯,1表燈非營業用,"53,731 ",404 ,"17,932,054 "
542,草屯,2表燈營業用,"4,435 ","5,351 ","6,183,411 "
542,草屯,3表燈小計,**,"5,755 ","24,115,465 "
542,草屯,4低壓綜合裝置非營業用,*,0 ,0 
542,草屯,5低壓綜合需量非營業用,67 ,"3,151 ","601,696 "
542,草屯,6低壓綜合非營業用電小計,**,"3,151 ","601,696 "
542,草屯,7低壓綜合裝置營業用,*,0 ,0 
542,草屯,8低壓綜合需量營業用,219 ,"11,123 ","2,726,538 "
542,草屯,9低壓綜合營業用電小計,**,"11,123 ","2,726,538 "
542,草屯,10低壓綜合用電小計,**,"14,274 ","3,328,234 "
542,草屯,11低壓裝置電力,429 ,"3,222 ","908,350 "
542,草屯,12低壓需量電力,175 ,"7,573 ","1,649,834 "
542,草屯,13低壓電力小計,**,"10,795 ","2,558,184 "
542,草屯,14高壓電力,63 ,"29,083 ","8,939,942 "
542,草屯,15特高壓電力,*,0 ,0 
542,草屯,16高＆特高壓電力小計,**,"29,083 ","8,939,942 "
542,草屯,17電力小計,**,"39,878 ","11,498,126 "
542,草屯,18綜合＆電力小計,**,"54,152 ","14,826,360 "
542,草屯,19電燈＆綜合＆電力小計,**,"59,907 ","38,941,825 "
542,草屯,20臨時電燈,89 ,0 ,"17,543 "
542,草屯,21臨時電力,*,208 ,"17,360 "
542,草屯,22臨時用電小計,**,208 ,"34,903 "
542,草屯,23總計（含臨時用電）,**,"59,907 ","38,976,728 "
542,草屯,24表燈合計,**,"5,755 ","24,133,008 "
542,草屯,25綜合＆電力合計,**,"54,152 ","14,843,720 "
544,國姓,1表燈非營業用,"11,816 ",0 ,"2,494,629 "
544,國姓,2表燈營業用,461 ,365 ,"537,878 "
544,國姓,3表燈小計,**,365 ,"3,032,507 "
544,國姓,4低壓綜合裝置非營業用,*,0 ,0 
544,國姓,5低壓綜合需量非營業用,7 ,436 ,"51,280 "
544,國姓,6低壓綜合非營業用電小計,**,436 ,"51,280 "
544,國姓,7低壓綜合裝置營業用,*,0 ,0 
544,國姓,8低壓綜合需量營業用,15 ,700 ,"293,631 "
544,國姓,9低壓綜合營業用電小計,**,700 ,"293,631 "
544,國姓,10低壓綜合用電小計,**,"1,136 ","344,911 "
544,國姓,11低壓裝置電力,35 ,261 ,"53,089 "
544,國姓,12低壓需量電力,21 ,750 ,"201,313 "
544,國姓,13低壓電力小計,**,"1,011 ","254,402 "
544,國姓,14高壓電力,6 ,"1,780 ","705,244 "
544,國姓,15特高壓電力,*,0 ,0 
544,國姓,16高＆特高壓電力小計,**,"1,780 ","705,244 "
544,國姓,17電力小計,**,"2,791 ","959,646 "
544,國姓,18綜合＆電力小計,**,"3,927 ","1,304,557 "
544,國姓,19電燈＆綜合＆電力小計,**,"4,292 ","4,337,064 "
544,國姓,20臨時電燈,*,0 ,136 
544,國姓,21臨時電力,*,0 ,0 
544,國姓,22臨時用電小計,**,0 ,136 
544,國姓,23總計（含臨時用電）,**,"4,292 ","4,337,200 "
544,國姓,24表燈合計,**,365 ,"3,032,643 "
544,國姓,25綜合＆電力合計,**,"3,927 ","1,304,557 "
545,埔里,1表燈非營業用,"45,663 ",422 ,"14,129,441 "
545,埔里,2表燈營業用,"3,565 ","3,852 ","4,807,599 "
545,埔里,3表燈小計,**,"4,274 ","18,937,040 "
545,埔里,4低壓綜合裝置非營業用,*,0 ,0 
545,埔里,5低壓綜合需量非營業用,59 ,"2,672 ","423,513 "
545,埔里,6低壓綜合非營業用電小計,**,"2,672 ","423,513 "
545,埔里,7低壓綜合裝置營業用,*,0 ,0 
545,埔里,8低壓綜合需量營業用,160 ,"7,918 ","1,921,389 "
545,埔里,9低壓綜合營業用電小計,**,"7,918 ","1,921,389 "
545,埔里,10低壓綜合用電小計,**,"10,590 ","2,344,902 "
545,埔里,11低壓裝置電力,670 ,"6,330 ","1,577,069 "
545,埔里,12低壓需量電力,283 ,"8,370 ","1,675,352 "
545,埔里,13低壓電力小計,**,"14,700 ","3,252,421 "
545,埔里,14高壓電力,56 ,"32,480 ","12,971,190 "
545,埔里,15特高壓電力,*,0 ,0 
545,埔里,16高＆特高壓電力小計,**,"32,480 ","12,971,190 "
545,埔里,17電力小計,**,"47,180 ","16,223,611 "
545,埔里,18綜合＆電力小計,**,"57,770 ","18,568,513 "
545,埔里,19電燈＆綜合＆電力小計,**,"62,044 ","37,505,553 "
545,埔里,20臨時電燈,57 ,0 ,"5,580 "
545,埔里,21臨時電力,*,0 ,0 
545,埔里,22臨時用電小計,**,0 ,"5,580 "
545,埔里,23總計（含臨時用電）,**,"62,044 ","37,511,133 "
545,埔里,24表燈合計,**,"4,274 ","18,942,620 "
545,埔里,25綜合＆電力合計,**,"57,770 ","18,568,513 "
546,仁愛,1表燈非營業用,"7,978 ",62 ,"2,265,523 "
546,仁愛,2表燈營業用,465 ,"1,072 ","1,144,301 "
546,仁愛,3表燈小計,**,"1,134 ","3,409,824 "
546,仁愛,4低壓綜合裝置非營業用,*,0 ,0 
546,仁愛,5低壓綜合需量非營業用,6 ,238 ,"38,934 "
546,仁愛,6低壓綜合非營業用電小計,**,238 ,"38,934 "
546,仁愛,7低壓綜合裝置營業用,*,0 ,0 
546,仁愛,8低壓綜合需量營業用,42 ,"1,639 ","390,666 "
546,仁愛,9低壓綜合營業用電小計,**,"1,639 ","390,666 "
546,仁愛,10低壓綜合用電小計,**,"1,877 ","429,600 "
546,仁愛,11低壓裝置電力,145 ,"1,710 ","368,672 "
546,仁愛,12低壓需量電力,49 ,"1,886 ","315,902 "
546,仁愛,13低壓電力小計,**,"3,596 ","684,574 "
546,仁愛,14高壓電力,10 ,"1,991 ","456,176 "
546,仁愛,15特高壓電力,*,0 ,0 
546,仁愛,16高＆特高壓電力小計,**,"1,991 ","456,176 "
546,仁愛,17電力小計,**,"5,587 ","1,140,750 "
546,仁愛,18綜合＆電力小計,**,"7,464 ","1,570,350 "
546,仁愛,19電燈＆綜合＆電力小計,**,"8,598 ","4,980,174 "
546,仁愛,20臨時電燈,*,0 ,"3,279 "
546,仁愛,21臨時電力,*,0 ,0 
546,仁愛,22臨時用電小計,**,0 ,"3,279 "
546,仁愛,23總計（含臨時用電）,**,"8,598 ","4,983,453 "
546,仁愛,24表燈合計,**,"1,134 ","3,413,103 "
546,仁愛,25綜合＆電力合計,**,"7,464 ","1,570,350 "
551,名間,1表燈非營業用,"21,737 ",230 ,"5,200,209 "
551,名間,2表燈營業用,"1,163 ","1,113 ","1,443,886 "
551,名間,3表燈小計,**,"1,343 ","6,644,095 "
551,名間,4低壓綜合裝置非營業用,*,0 ,0 
551,名間,5低壓綜合需量非營業用,15 ,783 ,"216,886 "
551,名間,6低壓綜合非營業用電小計,**,783 ,"216,886 "
551,名間,7低壓綜合裝置營業用,*,0 ,0 
551,名間,8低壓綜合需量營業用,47 ,"2,024 ","419,165 "
551,名間,9低壓綜合營業用電小計,**,"2,024 ","419,165 "
551,名間,10低壓綜合用電小計,**,"2,807 ","636,051 "
551,名間,11低壓裝置電力,318 ,"5,824 ","659,816 "
551,名間,12低壓需量電力,133 ,"4,258 ","570,418 "
551,名間,13低壓電力小計,**,"10,082 ","1,230,234 "
551,名間,14高壓電力,22 ,"12,796 ","3,107,846 "
551,名間,15特高壓電力,*,0 ,"1,400 "
551,名間,16高＆特高壓電力小計,**,"12,796 ","3,109,246 "
551,名間,17電力小計,**,"22,878 ","4,339,480 "
551,名間,18綜合＆電力小計,**,"25,685 ","4,975,531 "
551,名間,19電燈＆綜合＆電力小計,**,"27,028 ","11,619,626 "
551,名間,20臨時電燈,8 ,0 ,"4,979 "
551,名間,21臨時電力,*,49 ,0 
551,名間,22臨時用電小計,**,49 ,"4,979 "
551,名間,23總計（含臨時用電）,**,"27,028 ","11,624,605 "
551,名間,24表燈合計,**,"1,343 ","6,649,074 "
551,名間,25綜合＆電力合計,**,"25,685 ","4,975,531 "
552,集集,1表燈非營業用,"6,528 ",15 ,"1,914,236 "
552,集集,2表燈營業用,290 ,377 ,"344,604 "
552,集集,3表燈小計,**,392 ,"2,258,840 "
552,集集,4低壓綜合裝置非營業用,*,0 ,0 
552,集集,5低壓綜合需量非營業用,10 ,418 ,"90,717 "
552,集集,6低壓綜合非營業用電小計,**,418 ,"90,717 "
552,集集,7低壓綜合裝置營業用,*,0 ,0 
552,集集,8低壓綜合需量營業用,18 ,652 ,"113,152 "
552,集集,9低壓綜合營業用電小計,**,652 ,"113,152 "
552,集集,10低壓綜合用電小計,**,"1,070 ","203,869 "
552,集集,11低壓裝置電力,51 ,341 ,"81,524 "
552,集集,12低壓需量電力,20 ,413 ,"51,604 "
552,集集,13低壓電力小計,**,754 ,"133,128 "
552,集集,14高壓電力,13 ,"9,160 ","1,562,380 "
552,集集,15特高壓電力,*,"2,400 ","492,000 "
552,集集,16高＆特高壓電力小計,**,"11,560 ","2,054,380 "
552,集集,17電力小計,**,"12,314 ","2,187,508 "
552,集集,18綜合＆電力小計,**,"13,384 ","2,391,377 "
552,集集,19電燈＆綜合＆電力小計,**,"13,776 ","4,650,217 "
552,集集,20臨時電燈,11 ,0 ,517 
552,集集,21臨時電力,*,0 ,0 
552,集集,22臨時用電小計,**,0 ,517 
552,集集,23總計（含臨時用電）,**,"13,776 ","4,650,734 "
552,集集,24表燈合計,**,392 ,"2,259,357 "
552,集集,25綜合＆電力合計,**,"13,384 ","2,391,377 "
553,水里,1表燈非營業用,"10,397 ",24 ,"2,474,927 "
553,水里,2表燈營業用,762 ,676 ,"687,860 "
553,水里,3表燈小計,**,700 ,"3,162,787 "
553,水里,4低壓綜合裝置非營業用,*,0 ,0 
553,水里,5低壓綜合需量非營業用,7 ,218 ,"45,771 "
553,水里,6低壓綜合非營業用電小計,**,218 ,"45,771 "
553,水里,7低壓綜合裝置營業用,*,0 ,0 
553,水里,8低壓綜合需量營業用,25 ,956 ,"293,661 "
553,水里,9低壓綜合營業用電小計,**,956 ,"293,661 "
553,水里,10低壓綜合用電小計,**,"1,174 ","339,432 "
553,水里,11低壓裝置電力,60 ,625 ,"126,199 "
553,水里,12低壓需量電力,37 ,"1,193 ","264,823 "
553,水里,13低壓電力小計,**,"1,818 ","391,022 "
553,水里,14高壓電力,10 ,"7,528 ","891,924 "
553,水里,15特高壓電力,*,0 ,0 
553,水里,16高＆特高壓電力小計,**,"7,528 ","891,924 "
553,水里,17電力小計,**,"9,346 ","1,282,946 "
553,水里,18綜合＆電力小計,**,"10,520 ","1,622,378 "
553,水里,19電燈＆綜合＆電力小計,**,"11,220 ","4,785,165 "
553,水里,20臨時電燈,15 ,0 ,"7,920 "
553,水里,21臨時電力,*,30 ,"4,560 "
553,水里,22臨時用電小計,**,30 ,"12,480 "
553,水里,23總計（含臨時用電）,**,"11,220 ","4,797,645 "
553,水里,24表燈合計,**,700 ,"3,170,707 "
553,水里,25綜合＆電力合計,**,"10,520 ","1,626,938 "
555,魚池,1表燈非營業用,"9,203 ",103 ,"3,478,982 "
555,魚池,2表燈營業用,584 ,724 ,"1,065,404 "
555,魚池,3表燈小計,**,827 ,"4,544,386 "
555,魚池,4低壓綜合裝置非營業用,*,0 ,0 
555,魚池,5低壓綜合需量非營業用,12 ,735 ,"129,710 "
555,魚池,6低壓綜合非營業用電小計,**,735 ,"129,710 "
555,魚池,7低壓綜合裝置營業用,*,0 ,0 
555,魚池,8低壓綜合需量營業用,24 ,"1,943 ","516,610 "
555,魚池,9低壓綜合營業用電小計,**,"1,943 ","516,610 "
555,魚池,10低壓綜合用電小計,**,"2,678 ","646,320 "
555,魚池,11低壓裝置電力,115 ,868 ,"312,702 "
555,魚池,12低壓需量電力,59 ,"1,772 ","375,941 "
555,魚池,13低壓電力小計,**,"2,640 ","688,643 "
555,魚池,14高壓電力,19 ,"9,350 ","2,974,576 "
555,魚池,15特高壓電力,*,0 ,0 
555,魚池,16高＆特高壓電力小計,**,"9,350 ","2,974,576 "
555,魚池,17電力小計,**,"11,990 ","3,663,219 "
555,魚池,18綜合＆電力小計,**,"14,668 ","4,309,539 "
555,魚池,19電燈＆綜合＆電力小計,**,"15,495 ","8,853,925 "
555,魚池,20臨時電燈,10 ,0 ,"5,343 "
555,魚池,21臨時電力,*,16 ,325 
555,魚池,22臨時用電小計,**,16 ,"5,668 "
555,魚池,23總計（含臨時用電）,**,"15,495 ","8,859,593 "
555,魚池,24表燈合計,**,827 ,"4,549,729 "
555,魚池,25綜合＆電力合計,**,"14,668 ","4,309,864 "
556,信義,1表燈非營業用,"7,937 ",0 ,"2,294,778 "
556,信義,2表燈營業用,166 ,251 ,"362,400 "
556,信義,3表燈小計,**,251 ,"2,657,178 "
556,信義,4低壓綜合裝置非營業用,*,0 ,0 
556,信義,5低壓綜合需量非營業用,*,216 ,"29,973 "
556,信義,6低壓綜合非營業用電小計,**,216 ,"29,973 "
556,信義,7低壓綜合裝置營業用,*,0 ,0 
